experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_eyeTrackingData_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d1-014,1,1,1,1,79.82575,85.04506,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T001.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T001.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T001.csv,,,,,
1_tooluseinVR,d1-014,1,2,1,2,91.7415,96.17229,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T002.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T002.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T002.csv,,,,,
1_tooluseinVR,d1-014,1,3,1,3,100.3147,104.6691,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T003.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T003.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T003.csv,,,,,
1_tooluseinVR,d1-014,1,4,1,4,111.7742,116.0307,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T004.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T004.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T004.csv,,,,,
1_tooluseinVR,d1-014,1,5,1,5,120.9049,125.2043,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T005.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T005.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T005.csv,,,,,
1_tooluseinVR,d1-014,1,6,1,6,128.1577,133.8103,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T006.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T006.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T006.csv,,,,,
1_tooluseinVR,d1-014,1,7,1,7,138.2642,142.1187,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T007.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T007.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T007.csv,,,,,
1_tooluseinVR,d1-014,1,8,1,8,145.0712,149.07,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T008.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T008.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T008.csv,,,,,
1_tooluseinVR,d1-014,1,9,1,9,152.5245,156.6119,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T009.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T009.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T009.csv,,,,,
1_tooluseinVR,d1-014,1,10,1,10,159.5656,163.3086,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T010.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T010.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T010.csv,,,,,
1_tooluseinVR,d1-014,1,11,1,11,166.2621,172.0372,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T011.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T011.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T011.csv,,,,,
1_tooluseinVR,d1-014,1,12,1,12,174.9902,178.9458,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T012.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T012.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T012.csv,,,,,
1_tooluseinVR,d1-014,1,13,1,13,181.8992,185.7306,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T013.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T013.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T013.csv,,,,,
1_tooluseinVR,d1-014,1,14,1,14,188.6844,192.5057,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T014.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T014.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T014.csv,,,,,
1_tooluseinVR,d1-014,1,15,1,15,195.4584,199.6016,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T015.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T015.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T015.csv,,,,,
1_tooluseinVR,d1-014,1,16,1,16,203.1337,206.9426,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T016.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T016.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T016.csv,,,,,
1_tooluseinVR,d1-014,1,17,1,17,220.6471,225.79,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T017.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T017.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T017.csv,,,,,
1_tooluseinVR,d1-014,1,18,1,18,229.7215,233.3193,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T018.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T018.csv,1_tooluseinVR/d1-014/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T018.csv,,,,,
1_tooluseinVR,d1-014,1,19,2,1,422.5653,429.0057,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T019.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T019.csv,,,
1_tooluseinVR,d1-014,1,20,2,2,440.3016,442.6669,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T020.csv,,,
1_tooluseinVR,d1-014,1,21,2,3,454.1614,459.4149,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T021.csv,,,
1_tooluseinVR,d1-014,1,22,2,4,463.7905,465.9006,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T022.csv,,,
1_tooluseinVR,d1-014,1,23,2,5,469.954,470.8648,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T023.csv,,,
1_tooluseinVR,d1-014,1,24,2,6,474.9186,475.94,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T024.csv,,,
1_tooluseinVR,d1-014,1,25,2,7,479.9938,483.4588,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T025.csv,,,
1_tooluseinVR,d1-014,1,26,2,8,487.5126,490.7664,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T026.csv,,,
1_tooluseinVR,d1-014,1,27,2,9,494.8203,497.9074,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T027.csv,,,
1_tooluseinVR,d1-014,1,28,2,10,501.9502,502.993,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T028.csv,,,
1_tooluseinVR,d1-014,1,29,2,11,507.0365,509.0689,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T029.csv,,,
1_tooluseinVR,d1-014,1,30,2,12,513.1111,515.5099,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T030.csv,,,
1_tooluseinVR,d1-014,1,31,2,13,519.5641,523.2515,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T031.csv,,,
1_tooluseinVR,d1-014,1,32,2,14,527.2936,528.4374,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T032.csv,,,
1_tooluseinVR,d1-014,1,33,2,15,532.4693,535.4232,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T033.csv,,,
1_tooluseinVR,d1-014,1,34,2,16,544.7298,549.6057,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T034.csv,,,
1_tooluseinVR,d1-014,1,35,2,17,553.6479,556.7355,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-014,1,36,2,18,560.7892,565.5423,,,,1_tooluseinVR/d1-014/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,1_tooluseinVR/d1-014/S001/trackers/landmark/landmark_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-014,1,37,3,1,842.2092,847.3506,,,,,,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
1_tooluseinVR,d1-014,1,38,3,2,850.3063,855.16,,,,,,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv,1_tooluseinVR/d1-014/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
