experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-020,1,1,1,1,1375.212,1375.644,0,0,0,0.413882,0,0.314197,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T001.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T001.csv,,,,,,,,
3_avatartooluse,d3-020,1,2,1,2,1379.677,1383.919,0,0,0,0.412567,0,0.312527,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T002.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T002.csv,,,,,,,,
3_avatartooluse,d3-020,1,3,1,3,1387.973,1388.973,0,0,0,0.412567,0,0.312527,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T003.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T003.csv,,,,,,,,
3_avatartooluse,d3-020,1,4,1,4,1393.015,1394.97,0,0,0,0.412567,0,0.312527,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T004.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T004.csv,,,,,,,,
3_avatartooluse,d3-020,1,5,1,5,1399.023,1402.755,0,0,0,0.406586,0,0.311722,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T005.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T005.csv,,,,,,,,
3_avatartooluse,d3-020,1,6,1,6,1406.809,1413.661,0,0,0,0.406586,0,0.311722,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T006.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T006.csv,,,,,,,,
3_avatartooluse,d3-020,1,7,1,7,1417.693,1419.309,0,0,0,0.399801,0,0.314255,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T007.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T007.csv,,,,,,,,
3_avatartooluse,d3-020,1,8,1,8,1423.356,1425.866,0,0,0,0.399801,0,0.314255,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T008.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T008.csv,,,,,,,,
3_avatartooluse,d3-020,1,9,1,9,1429.908,1437.462,0,0,0,0.399801,0,0.314255,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T009.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T009.csv,,,,,,,,
3_avatartooluse,d3-020,1,10,1,10,1441.514,1443.236,0,0,0,0.399886,0,0.314572,1,1,1,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_estimates_T010.csv,3_avatartooluse/d3-020/S001/trackers/landmark/landmark_gaze_data_T010.csv,,,,,,,,
