participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
207,15,1,0.3394,0.7799,-0.5344,0.332,0.8203,-0.771,0.3357,0.8001,-0.6527,0.3341,0.7599,-0.7784,Elbow,-0.0074,0.2402,0.2352,0.211,1.909531,backward,1.8784
