experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,landmark_estimates_location_0,landmark_gaze_data_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-004,1,1,1,1,971.0605,976.1251,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T001.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T001.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T001.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T001.csv,,,,,,
3_avatartooluse,d3-004,1,2,1,2,979.0795,986.1977,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T002.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T002.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T002.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T002.csv,,,,,,
3_avatartooluse,d3-004,1,3,1,3,989.1525,993.3171,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T003.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T003.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T003.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T003.csv,,,,,,
3_avatartooluse,d3-004,1,4,1,4,996.2712,1000.347,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T004.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T004.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T004.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T004.csv,,,,,,
3_avatartooluse,d3-004,1,5,1,5,1003.301,1006.865,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T005.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T005.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T005.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T005.csv,,,,,,
3_avatartooluse,d3-004,1,6,1,6,1009.821,1013.941,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T006.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T006.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T006.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T006.csv,,,,,,
3_avatartooluse,d3-004,1,7,1,7,1016.895,1021.271,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T007.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T007.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T007.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T007.csv,,,,,,
3_avatartooluse,d3-004,1,8,1,8,1024.225,1028.09,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T008.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T008.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T008.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T008.csv,,,,,,
3_avatartooluse,d3-004,1,9,1,9,1031.044,1034.875,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T009.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T009.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T009.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T009.csv,,,,,,
3_avatartooluse,d3-004,1,10,1,10,1037.829,1041.839,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T010.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T010.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T010.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T010.csv,,,,,,
3_avatartooluse,d3-004,1,11,1,11,1044.793,1048.625,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T011.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T011.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T011.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T011.csv,,,,,,
3_avatartooluse,d3-004,1,12,1,12,1051.579,1055.121,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T012.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T012.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T012.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T012.csv,,,,,,
3_avatartooluse,d3-004,1,13,1,13,1058.076,1061.529,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T013.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T013.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T013.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T013.csv,,,,,,
3_avatartooluse,d3-004,1,14,1,14,1064.484,1067.904,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T014.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T014.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T014.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T014.csv,,,,,,
3_avatartooluse,d3-004,1,15,1,15,1070.858,1074.346,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T015.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T015.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T015.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T015.csv,,,,,,
3_avatartooluse,d3-004,1,16,1,16,1077.3,1080.776,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T016.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T016.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T016.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T016.csv,,,,,,
3_avatartooluse,d3-004,1,17,1,17,1083.73,1087.107,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T017.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T017.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T017.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T017.csv,,,,,,
3_avatartooluse,d3-004,1,18,1,18,1090.061,1101.3,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_vrpn_movement_T018.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_gaze_data_T018.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T018.csv,3_avatartooluse/d3-004/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T018.csv,,,,,,
3_avatartooluse,d3-004,1,19,2,1,1253.962,1255.294,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T019.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T019.csv,,,,
3_avatartooluse,d3-004,1,20,2,2,1259.337,1262.513,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T020.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T020.csv,,,,
3_avatartooluse,d3-004,1,21,2,3,1266.567,1271.653,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T021.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T021.csv,,,,
3_avatartooluse,d3-004,1,22,2,4,1275.707,1279.572,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T022.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T022.csv,,,,
3_avatartooluse,d3-004,1,23,2,5,1283.625,1285.225,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T023.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T023.csv,,,,
3_avatartooluse,d3-004,1,24,2,6,1289.278,1291.744,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T024.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T024.csv,,,,
3_avatartooluse,d3-004,1,25,2,7,1295.798,1297.43,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T025.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T025.csv,,,,
3_avatartooluse,d3-004,1,26,2,8,1301.484,1305.182,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T026.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T026.csv,,,,
3_avatartooluse,d3-004,1,27,2,9,1309.225,1313.422,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T027.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T027.csv,,,,
3_avatartooluse,d3-004,1,28,2,10,1317.476,1318.165,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T028.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T028.csv,,,,
3_avatartooluse,d3-004,1,29,2,11,1322.218,1323.462,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T029.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T029.csv,,,,
3_avatartooluse,d3-004,1,30,2,12,1327.516,1330.693,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T030.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T030.csv,,,,
3_avatartooluse,d3-004,1,31,2,13,1334.746,1339.677,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T031.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T031.csv,,,,
3_avatartooluse,d3-004,1,32,2,14,1343.731,1345.474,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T032.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T032.csv,,,,
3_avatartooluse,d3-004,1,33,2,15,1349.528,1353.75,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T033.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T033.csv,,,,
3_avatartooluse,d3-004,1,34,2,16,1357.801,1363.21,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T034.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T034.csv,,,,
3_avatartooluse,d3-004,1,35,2,17,1367.264,1369.274,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T035.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T035.csv,,,,
3_avatartooluse,d3-004,1,36,2,18,1373.328,1376.948,,,,,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_estimates_T036.csv,3_avatartooluse/d3-004/S001/trackers/landmark/landmark_gaze_data_T036.csv,,,,
3_avatartooluse,d3-004,1,37,3,1,1555.109,1581.253,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T037.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T037.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T037.csv
3_avatartooluse,d3-004,1,38,3,2,1626.398,1632.283,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T038.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T038.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T038.csv
3_avatartooluse,d3-004,1,39,3,3,1635.239,1640.781,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T039.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T039.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T039.csv
3_avatartooluse,d3-004,1,40,3,4,1643.735,1648.667,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T040.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T040.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T040.csv
3_avatartooluse,d3-004,1,41,3,5,1651.62,1656.029,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T041.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T041.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T041.csv
3_avatartooluse,d3-004,1,42,3,6,1658.983,1663.825,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T042.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T042.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T042.csv
3_avatartooluse,d3-004,1,43,3,7,1666.779,1672.354,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T043.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T043.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T043.csv
3_avatartooluse,d3-004,1,44,3,8,1675.309,1680.584,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T044.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T044.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T044.csv
3_avatartooluse,d3-004,1,45,3,9,1683.538,1689.07,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T045.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T045.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T045.csv
3_avatartooluse,d3-004,1,46,3,10,1692.045,1696.866,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T046.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T046.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T046.csv
3_avatartooluse,d3-004,1,47,3,11,1699.82,1705.083,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T047.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T047.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T047.csv
3_avatartooluse,d3-004,1,48,3,12,1708.038,1714.079,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T048.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T048.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T048.csv
3_avatartooluse,d3-004,1,49,3,13,1717.033,1722.764,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T049.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T049.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T049.csv
3_avatartooluse,d3-004,1,50,3,14,1725.718,1730.938,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T050.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T050.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T050.csv
3_avatartooluse,d3-004,1,51,3,15,1733.892,1739.268,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T051.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T051.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T051.csv
3_avatartooluse,d3-004,1,52,3,16,1742.222,1747.253,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T052.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T052.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T052.csv
3_avatartooluse,d3-004,1,53,3,17,1750.207,1754.883,,,,,,,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_gaze_data_T053.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T053.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,3_avatartooluse/d3-004/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T053.csv
