experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0
1_tooluseinVR,d1-022,2,90,4,6,1549.146,1557.275,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T108.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T108.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T108.csv,,,,,
1_tooluseinVR,d1-022,2,91,4,7,1560.23,1564.626,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T109.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T109.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T109.csv,,,,,
1_tooluseinVR,d1-022,2,92,4,8,1570.126,1574.522,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T110.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T110.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T110.csv,,,,,
1_tooluseinVR,d1-022,2,93,4,9,1580.632,1585.184,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T111.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T111.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T111.csv,,,,,
1_tooluseinVR,d1-022,2,94,4,10,1588.139,1592.414,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T112.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T112.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T112.csv,,,,,
1_tooluseinVR,d1-022,2,95,4,11,1595.37,1599.554,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T113.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T113.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T113.csv,,,,,
1_tooluseinVR,d1-022,2,96,4,12,1603.175,1608.128,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T114.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T114.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T114.csv,,,,,
1_tooluseinVR,d1-022,2,97,4,13,1611.615,1616.192,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T115.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T115.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T115.csv,,,,,
1_tooluseinVR,d1-022,2,98,4,14,1619.144,1623.634,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T116.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T116.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T116.csv,,,,,
1_tooluseinVR,d1-022,2,99,4,15,1627.229,1632.183,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T117.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T117.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T117.csv,,,,,
1_tooluseinVR,d1-022,2,100,4,16,1636.959,1641.802,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T118.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T118.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T118.csv,,,,,
1_tooluseinVR,d1-022,2,101,4,17,1644.756,1648.776,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T119.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T119.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T119.csv,,,,,
1_tooluseinVR,d1-022,2,102,4,18,1651.731,1656.084,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T120.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T120.csv,1_tooluseinVR/d1-022/S002/trackers/manual_reach/manual_reach_eyeTrackingData_T120.csv,,,,,
