experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0
1_tooluseinVR,d-1-002,1,45,3,9,100.8384,107.6913,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T009.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T009.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T009.csv,,,,,
1_tooluseinVR,d-1-002,1,46,3,10,108.7233,116.289,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T010.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T010.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T010.csv,,,,,
1_tooluseinVR,d-1-002,1,47,3,11,117.3189,124.3182,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T011.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T011.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T011.csv,,,,,
1_tooluseinVR,d-1-002,1,48,3,12,125.3501,132.4464,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T012.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T012.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T012.csv,,,,,
1_tooluseinVR,d-1-002,1,49,3,13,133.4793,140.8886,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T013.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T013.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T013.csv,,,,,
1_tooluseinVR,d-1-002,1,50,3,14,141.9302,149.45,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T014.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T014.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T014.csv,,,,,
1_tooluseinVR,d-1-002,1,51,3,15,150.4926,158.3026,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T015.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T015.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T015.csv,,,,,
1_tooluseinVR,d-1-002,1,52,3,16,159.3339,166.9087,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T016.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T016.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T016.csv,,,,,
1_tooluseinVR,d-1-002,1,53,3,17,167.9503,175.261,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T017.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T017.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T017.csv,,,,,
1_tooluseinVR,d-1-002,1,54,3,18,176.3028,183.2116,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T018.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T018.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T018.csv,,,,,
1_tooluseinVR,d-1-002,1,55,3,19,184.2436,191.2752,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T019.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T019.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T019.csv,,,,,
1_tooluseinVR,d-1-002,1,56,3,20,192.3065,199.2151,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T020.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T020.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T020.csv,,,,,
1_tooluseinVR,d-1-002,1,57,3,21,200.2577,206.9562,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T021.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T021.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T021.csv,,,,,
1_tooluseinVR,d-1-002,1,58,3,22,207.9884,217.4845,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T022.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T022.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T022.csv,,,,,
1_tooluseinVR,d-1-002,1,59,3,23,218.516,225.7801,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T023.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T023.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T023.csv,,,,,
1_tooluseinVR,d-1-002,1,60,3,24,226.8127,236.3427,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T024.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T024.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T024.csv,,,,,
1_tooluseinVR,d-1-002,1,61,3,25,237.3736,244.5946,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T025.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T025.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T025.csv,,,,,
1_tooluseinVR,d-1-002,1,62,3,26,245.6245,252.5129,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T026.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T026.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T026.csv,,,,,
1_tooluseinVR,d-1-002,1,63,3,27,253.555,261.0419,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T027.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T027.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T027.csv,,,,,
1_tooluseinVR,d-1-002,1,64,3,28,262.0711,270.005,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T028.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T028.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T028.csv,,,,,
1_tooluseinVR,d-1-002,1,65,3,29,271.0356,278.8656,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T029.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T029.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T029.csv,,,,,
1_tooluseinVR,d-1-002,1,66,3,30,279.9088,287.0524,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T030.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T030.csv,,,,,
1_tooluseinVR,d-1-002,1,67,3,31,288.3701,295.4365,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T031.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T031.csv,,,,,
1_tooluseinVR,d-1-002,1,68,3,32,296.4692,303.8778,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T032.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T032.csv,,,,,
1_tooluseinVR,d-1-002,1,69,3,33,304.9073,311.8604,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T033.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T033.csv,,,,,
1_tooluseinVR,d-1-002,1,70,3,34,312.9042,319.9472,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T034.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T034.csv,,,,,
1_tooluseinVR,d-1-002,1,71,3,35,320.9796,328.2885,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T035.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T035.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T035.csv,,,,,
1_tooluseinVR,d-1-002,1,72,3,36,329.3189,336.4723,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T036.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T036.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T036.csv,,,,,
1_tooluseinVR,d-1-002,1,73,3,37,337.5034,344.4132,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv,1_tooluseinVR/d-1-002/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,,,,,
