experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-016,1,21,2,3,1155.463,1160.274,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T021.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T021.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T021.csv,,,
1_tooluseinVR,d1-016,1,22,2,4,1163.225,1168.447,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T022.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T022.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T022.csv,,,
1_tooluseinVR,d1-016,1,23,2,5,1173.766,1178.211,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T023.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T023.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T023.csv,,,
1_tooluseinVR,d1-016,1,24,2,6,1181.163,1185.451,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T024.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T024.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T024.csv,,,
1_tooluseinVR,d1-016,1,25,2,7,1188.404,1192.848,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T025.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T025.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T025.csv,,,
1_tooluseinVR,d1-016,1,26,2,8,1195.801,1200.045,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T026.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,,,
1_tooluseinVR,d1-016,1,27,2,9,1202.997,1207.196,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T027.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,,,
1_tooluseinVR,d1-016,1,28,2,10,1213.916,1218.158,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T028.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,,,
1_tooluseinVR,d1-016,1,29,2,11,1221.11,1225.432,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,,,
1_tooluseinVR,d1-016,1,30,2,12,1228.385,1232.296,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,,,
1_tooluseinVR,d1-016,1,31,2,13,1235.247,1238.97,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,,,
1_tooluseinVR,d1-016,1,32,2,14,1241.922,1245.865,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,,,
1_tooluseinVR,d1-016,1,33,2,15,1248.821,1252.753,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,,,
1_tooluseinVR,d1-016,1,34,2,16,1255.705,1259.583,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,,,
1_tooluseinVR,d1-016,1,35,2,17,1262.535,1266.169,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,,,
1_tooluseinVR,d1-016,1,36,2,18,1269.119,1272.988,,,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,1_tooluseinVR/d1-016/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,,,
1_tooluseinVR,d1-016,1,37,3,1,1518.87,1523.813,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-016,1,38,3,2,1526.766,1531.087,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-016,1,39,3,3,1534.04,1539.681,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-016,1,40,3,4,1542.637,1546.946,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-016,1,41,3,5,1549.9,1553.876,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-016,1,42,3,6,1556.831,1561.383,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-016,1,43,3,7,1564.337,1568.936,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-016,1,44,3,8,1571.89,1576.854,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-016,1,45,3,9,1579.808,1584.35,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-016,1,46,3,10,1587.305,1591.802,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-016,1,47,3,11,1594.757,1599.944,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-016,1,48,3,12,1602.896,1607.682,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-016,1,49,3,13,1610.638,1614.936,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-016,1,50,3,14,1617.889,1622.032,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-016,1,51,3,15,1624.986,1630.24,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-016,1,52,3,16,1633.192,1637.703,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-016,1,53,3,17,1640.657,1645.377,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-016,1,54,3,18,1648.331,1653.263,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-016,1,55,3,19,1656.215,1660.859,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-016,1,56,3,20,1665.268,1676.753,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-016,1,57,3,21,1679.705,1686.868,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-016,1,58,3,22,1761.134,1765.778,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-016,1,59,3,23,1768.731,1773.039,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-016,1,60,3,24,1775.994,1780.046,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-016,1,61,3,25,1783.001,1786.855,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-016,1,62,3,26,1789.808,1793.885,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-016,1,63,3,27,1796.839,1800.769,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-016,1,64,3,28,1803.724,1808.535,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-016,1,65,3,29,1811.489,1815.786,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-016,1,66,3,30,1818.741,1823.227,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-016,1,67,3,31,1826.181,1833.723,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-016,1,68,3,32,1836.676,1841.362,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-016,1,69,3,33,1844.317,1848.749,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-016,1,70,3,34,1851.703,1866.074,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-016,1,71,3,35,1907.167,1913.119,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-016,1,72,3,36,1916.073,1921.073,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-016,1,73,3,37,1924.026,1928.979,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-016,1,74,3,38,1931.933,1936.163,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-016,1,75,3,39,1939.118,1943.126,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-016,1,76,3,40,1946.081,1950.247,,,,,,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-016/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
