experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-021,1,77,3,41,1959.777,1965.231,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T077.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T077.csv
1_tooluseinVR,d1-021,1,78,3,42,1968.185,1973.404,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T078.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T078.csv
1_tooluseinVR,d1-021,1,79,3,43,1976.358,1982.489,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T079.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T079.csv
1_tooluseinVR,d1-021,1,80,3,44,1985.443,1991.852,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T080.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T080.csv
1_tooluseinVR,d1-021,1,81,3,45,2009.143,2015.883,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T081.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T081.csv
1_tooluseinVR,d1-021,1,82,3,46,2018.839,2024.081,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T082.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T082.csv
1_tooluseinVR,d1-021,1,83,3,47,2027.035,2032.801,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T083.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T083.csv
1_tooluseinVR,d1-021,1,84,3,48,2035.754,2041.506,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T084.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T084.csv
1_tooluseinVR,d1-021,1,85,4,1,2224.478,2226.976,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T085.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T085.csv,,,
1_tooluseinVR,d1-021,1,86,4,2,2231.018,2232.796,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T086.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T086.csv,,,
1_tooluseinVR,d1-021,1,87,4,3,2236.85,2238.226,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T087.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T087.csv,,,
1_tooluseinVR,d1-021,1,88,4,4,2242.258,2245.635,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T088.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T088.csv,,,
1_tooluseinVR,d1-021,1,89,4,5,2249.688,2252.364,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T089.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T089.csv,,,
1_tooluseinVR,d1-021,1,90,4,6,2256.418,2259.072,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T090.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T090.csv,,,
1_tooluseinVR,d1-021,1,91,4,7,2263.126,2264.937,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T091.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T091.csv,,,
1_tooluseinVR,d1-021,1,92,4,8,2268.99,2272.988,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T092.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T092.csv,,,
1_tooluseinVR,d1-021,1,93,4,9,2277.031,2279.229,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T093.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T093.csv,,,
1_tooluseinVR,d1-021,1,94,4,10,2283.272,2287.648,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T094.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T094.csv,,,
1_tooluseinVR,d1-021,1,95,4,11,2291.702,2292.357,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T095.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T095.csv,,,
1_tooluseinVR,d1-021,1,96,4,12,2296.4,2297.122,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T096.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T096.csv,,,
1_tooluseinVR,d1-021,1,97,4,13,2301.175,2302.175,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T097.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T097.csv,,,
1_tooluseinVR,d1-021,1,98,4,14,2306.228,2307.328,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T098.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T098.csv,,,
1_tooluseinVR,d1-021,1,99,4,15,2311.349,2312.603,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T099.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T099.csv,,,
1_tooluseinVR,d1-021,1,100,4,16,2316.656,2320.344,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T100.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T100.csv,,,
1_tooluseinVR,d1-021,1,101,4,17,2324.375,2329.34,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T101.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T101.csv,,,
1_tooluseinVR,d1-021,1,102,4,18,2333.383,2334.615,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T102.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T102.csv,,,
1_tooluseinVR,d1-021,1,103,5,1,2498.726,2504.511,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T103.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T103.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T103.csv,,,,,
1_tooluseinVR,d1-021,1,104,5,2,2507.466,2512.785,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T104.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T104.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T104.csv,,,,,
1_tooluseinVR,d1-021,1,105,5,3,2517.916,2523.714,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T105.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T105.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T105.csv,,,,,
1_tooluseinVR,d1-021,1,106,5,4,2526.669,2533.041,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T106.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T106.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T106.csv,,,,,
1_tooluseinVR,d1-021,1,107,5,5,2536.475,2541.772,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T107.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T107.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T107.csv,,,,,
1_tooluseinVR,d1-021,1,108,5,6,2544.726,2549.924,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T108.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T108.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T108.csv,,,,,
1_tooluseinVR,d1-021,1,109,5,7,2552.877,2558.287,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T109.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T109.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T109.csv,,,,,
1_tooluseinVR,d1-021,1,110,5,8,2562.052,2566.67,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T110.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T110.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T110.csv,,,,,
1_tooluseinVR,d1-021,1,111,5,9,2571.147,2576.212,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T111.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T111.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T111.csv,,,,,
1_tooluseinVR,d1-021,1,112,5,10,2579.166,2584.416,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T112.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T112.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T112.csv,,,,,
1_tooluseinVR,d1-021,1,113,5,11,2588.184,2593.525,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T113.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T113.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T113.csv,,,,,
1_tooluseinVR,d1-021,1,114,5,12,2596.48,2601.72,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T114.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T114.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T114.csv,,,,,
1_tooluseinVR,d1-021,1,115,5,13,2605.498,2610.394,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T115.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T115.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T115.csv,,,,,
1_tooluseinVR,d1-021,1,116,5,14,2613.35,2618.368,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T116.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T116.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T116.csv,,,,,
1_tooluseinVR,d1-021,1,117,5,15,2621.49,2627.965,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T117.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T117.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T117.csv,,,,,
1_tooluseinVR,d1-021,1,118,5,16,2631.397,2636.627,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T118.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T118.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T118.csv,,,,,
1_tooluseinVR,d1-021,1,119,5,17,2639.66,2644.967,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T119.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T119.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T119.csv,,,,,
1_tooluseinVR,d1-021,1,120,5,18,2647.922,2653.43,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T120.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T120.csv,1_tooluseinVR/d1-021/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T120.csv,,,,,
