participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-024,11,4,0.314,0.7795,-1.0385,0.324,0.8097,-1.2512,0.319,0.7946,-1.1448,0.321,0.7595,-1.301,Elbow,-0.0498,0.2151,0.2861,0.2453,0.9943674,3.7983
