participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,22,startbuffer,1.0000,right_hand,0.3137,0.8021,-0.9059,0.6010,-0.7422,0.2323,-0.1845,-0.0027,-0.0008,0.0000
d3-007,2,22,startbuffer,1.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3702,0.6080,0.6072,-0.0003,0.0006,-0.0005
d3-007,2,22,startbuffer,1.0000,stimulus,-0.0005,0.8068,-0.4924,0.0022,0.0028,-0.7095,-0.7089,0.0007,-0.0017,0.0000
d3-007,2,22,startbuffer,1.0000,origin,0.0000,0.0092,0.0001,0.0015,0.0015,0.7053,0.7115,-0.0007,-0.0007,0.0006
d3-007,2,22,startbuffer,6.0000,right_hand,0.3137,0.8021,-0.9059,0.6010,-0.7422,0.2323,-0.1845,-0.0031,-0.0008,0.0000
d3-007,2,22,startbuffer,6.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0003,0.0005,-0.0004
d3-007,2,22,startbuffer,6.0000,stimulus,-0.0005,0.8068,-0.4924,0.0022,0.0028,-0.7090,-0.7084,0.0008,-0.0016,-0.0001
d3-007,2,22,startbuffer,6.0000,origin,0.0000,0.0092,0.0001,0.0015,0.0015,0.7092,0.7154,-0.0012,-0.0002,0.0004
d3-007,2,22,startbuffer,11.0000,right_hand,0.3137,0.8021,-0.9059,0.6010,-0.7422,0.2323,-0.1845,-0.0034,-0.0007,0.0000
d3-007,2,22,startbuffer,11.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0005,0.0003,-0.0003
d3-007,2,22,startbuffer,11.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7088,-0.7082,-0.0006,0.0002,0.0002
d3-007,2,22,startbuffer,11.0000,origin,-0.0001,0.0092,0.0001,0.0015,0.0015,0.7062,0.7124,-0.0012,-0.0003,0.0005
d3-007,2,22,startbuffer,17.0000,right_hand,0.3136,0.8021,-0.9059,0.6010,-0.7422,0.2323,-0.1844,-0.0041,0.0001,-0.0001
d3-007,2,22,startbuffer,17.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0006,0.0003,-0.0003
d3-007,2,22,startbuffer,17.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7086,-0.7080,-0.0006,0.0002,0.0001
d3-007,2,22,startbuffer,17.0000,origin,0.0000,0.0092,0.0002,0.0015,0.0015,0.7079,0.7141,-0.0008,-0.0010,-0.0002
d3-007,2,22,startbuffer,22.0000,right_hand,0.3136,0.8021,-0.9059,0.6010,-0.7422,0.2322,-0.1843,-0.0040,0.0003,-0.0008
d3-007,2,22,startbuffer,22.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0004,-0.0001,-0.0005
d3-007,2,22,startbuffer,22.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7095,-0.7088,-0.0002,0.0003,0.0001
d3-007,2,22,startbuffer,22.0000,origin,0.0000,0.0092,0.0002,0.0015,0.0015,0.7048,0.7110,-0.0007,-0.0013,-0.0002
d3-007,2,22,startbuffer,27.0000,right_hand,0.3136,0.8021,-0.9059,0.6010,-0.7422,0.2322,-0.1843,-0.0040,0.0003,-0.0008
d3-007,2,22,startbuffer,27.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0004,0.0001,-0.0006
d3-007,2,22,startbuffer,27.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7087,-0.7080,-0.0002,0.0003,0.0001
d3-007,2,22,startbuffer,27.0000,origin,0.0001,0.0091,0.0002,0.0015,0.0015,0.7071,0.7133,0.0013,-0.0017,0.0002
d3-007,2,22,startbuffer,32.0000,right_hand,0.3136,0.8021,-0.9058,0.6011,-0.7422,0.2322,-0.1842,-0.0036,0.0006,-0.0012
d3-007,2,22,startbuffer,32.0000,right_elbow,-1.1062,0.0158,-0.8417,0.3530,-0.3701,0.6080,0.6073,-0.0004,0.0002,-0.0007
d3-007,2,22,startbuffer,32.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7091,-0.7084,-0.0004,0.0008,0.0001
d3-007,2,22,startbuffer,32.0000,origin,0.0001,0.0091,0.0002,0.0015,0.0014,0.7089,0.7152,0.0016,-0.0019,0.0004
d3-007,2,22,startbuffer,37.0000,right_hand,0.3136,0.8021,-0.9058,0.6011,-0.7422,0.2322,-0.1841,-0.0035,0.0003,-0.0014
d3-007,2,22,startbuffer,37.0000,right_elbow,-1.1061,0.0158,-0.8417,0.3531,-0.3701,0.6080,0.6072,0.0012,0.0000,0.0001
d3-007,2,22,startbuffer,37.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7088,-0.7081,-0.0004,0.0008,0.0001
d3-007,2,22,startbuffer,37.0000,origin,0.0002,0.0091,0.0002,0.0015,0.0014,0.7061,0.7123,0.0016,-0.0019,0.0004
d3-007,2,22,startbuffer,42.0000,right_hand,0.3135,0.8021,-0.9058,0.6011,-0.7422,0.2322,-0.1841,-0.0033,0.0000,-0.0017
d3-007,2,22,startbuffer,42.0000,right_elbow,-1.1061,0.0158,-0.8417,0.3531,-0.3701,0.6080,0.6072,0.0012,0.0001,0.0003
d3-007,2,22,startbuffer,42.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7084,-0.7077,-0.0004,0.0008,-0.0002
d3-007,2,22,startbuffer,42.0000,origin,0.0001,0.0092,0.0002,0.0014,0.0015,0.7105,0.7168,0.0015,-0.0007,0.0001
d3-007,2,22,begin,47.0000,right_hand,0.3135,0.8021,-0.9058,0.6011,-0.7422,0.2322,-0.1841,-0.0031,-0.0002,-0.0018
d3-007,2,22,begin,47.0000,right_elbow,-1.1061,0.0158,-0.8417,0.3531,-0.3701,0.6080,0.6072,0.0013,0.0001,0.0003
d3-007,2,22,begin,47.0000,stimulus,-0.0007,0.8070,-0.4924,0.0022,0.0028,-0.7088,-0.7082,-0.0004,0.0008,-0.0002
d3-007,2,22,begin,47.0000,origin,0.0001,0.0093,0.0001,0.0014,0.0015,0.7082,0.7146,0.0018,0.0003,0.0007
