participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,101,startbuffer,3.0000,right_hand,0.3056,0.7904,-0.9222,0.5433,-0.7863,0.2531,-0.1498,0.0001,-0.0005,-0.0006
d3-007,4,101,startbuffer,3.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,101,startbuffer,3.0000,stimulus,-0.0015,0.8061,-0.4998,0.0026,-0.0071,0.7083,0.7061,0.0004,-0.0003,0.0011
d3-007,4,101,startbuffer,3.0000,origin,-0.0001,0.0091,0.0000,0.0015,0.0015,0.7030,0.7093,0.0000,-0.0006,0.0008
d3-007,4,101,startbuffer,8.0000,right_hand,0.3056,0.7904,-0.9222,0.5434,-0.7863,0.2530,-0.1498,-0.0001,-0.0003,-0.0010
d3-007,4,101,startbuffer,8.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,101,startbuffer,8.0000,stimulus,-0.0016,0.8061,-0.4997,0.0027,-0.0071,0.7086,0.7065,-0.0001,0.0000,-0.0002
d3-007,4,101,startbuffer,8.0000,origin,-0.0001,0.0091,0.0000,0.0015,0.0015,0.7024,0.7087,0.0000,-0.0006,0.0008
d3-007,4,101,startbuffer,12.0000,right_hand,0.3056,0.7904,-0.9222,0.5434,-0.7863,0.2530,-0.1498,-0.0001,-0.0003,-0.0013
d3-007,4,101,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,101,startbuffer,12.0000,stimulus,-0.0016,0.8062,-0.4996,0.0027,-0.0071,0.7089,0.7068,0.0002,0.0006,-0.0007
d3-007,4,101,startbuffer,12.0000,origin,-0.0002,0.0091,0.0000,0.0015,0.0015,0.7026,0.7088,-0.0006,-0.0002,0.0004
d3-007,4,101,startbuffer,17.0000,right_hand,0.3056,0.7904,-0.9221,0.5434,-0.7863,0.2531,-0.1498,0.0000,0.0000,-0.0015
d3-007,4,101,startbuffer,17.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
