participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,19,startbuffer,4.0000,right_hand,0.3241,0.8041,-0.8818,0.6117,-0.7343,0.1777,-0.2345,-0.0015,0.0001,0.0005
d3-007,2,19,startbuffer,4.0000,right_elbow,-1.1061,0.0159,-0.8422,0.3533,-0.3704,0.6079,0.6070,0.0003,0.0001,0.0016
d3-007,2,19,startbuffer,4.0000,stimulus,-0.0004,0.8074,-0.4975,0.0259,-0.0291,0.7075,0.7057,-0.0001,0.0010,0.0011
d3-007,2,19,startbuffer,4.0000,origin,-0.0001,0.0092,-0.0001,0.0018,0.0019,0.7057,0.7123,0.0001,0.0004,0.0020
d3-007,2,19,startbuffer,12.0000,right_hand,0.3241,0.8041,-0.8818,0.6118,-0.7343,0.1777,-0.2345,-0.0008,0.0006,0.0003
d3-007,2,19,startbuffer,12.0000,right_elbow,-1.1061,0.0159,-0.8421,0.3533,-0.3704,0.6079,0.6070,0.0006,-0.0003,0.0011
d3-007,2,19,startbuffer,12.0000,stimulus,-0.0004,0.8074,-0.4975,0.0258,-0.0291,0.7075,0.7056,-0.0001,0.0007,0.0014
d3-007,2,19,startbuffer,12.0000,origin,-0.0001,0.0092,-0.0001,0.0018,0.0018,0.7076,0.7142,0.0002,0.0001,0.0024
d3-007,2,19,startbuffer,17.0000,right_hand,0.3241,0.8041,-0.8818,0.6118,-0.7343,0.1777,-0.2345,-0.0006,0.0008,0.0005
d3-007,2,19,startbuffer,17.0000,right_elbow,-1.1060,0.0159,-0.8421,0.3533,-0.3704,0.6079,0.6070,0.0012,0.0001,0.0011
d3-007,2,19,startbuffer,17.0000,stimulus,-0.0004,0.8074,-0.4975,0.0258,-0.0291,0.7075,0.7056,-0.0001,0.0006,0.0015
d3-007,2,19,startbuffer,17.0000,origin,0.0000,0.0092,-0.0001,0.0019,0.0019,0.7048,0.7114,0.0012,0.0006,0.0018
d3-007,2,19,startbuffer,22.0000,right_hand,0.3241,0.8041,-0.8818,0.6118,-0.7343,0.1776,-0.2344,-0.0004,0.0006,0.0004
d3-007,2,19,startbuffer,22.0000,right_elbow,-1.1060,0.0159,-0.8421,0.3533,-0.3704,0.6079,0.6070,0.0012,-0.0002,0.0011
