participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,90,startbuffer,1.0000,right_hand,0.3122,0.7950,-0.9223,0.5586,-0.7657,0.2720,-0.1667,-0.0060,0.0006,-0.0005
d3-007,4,90,startbuffer,1.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,90,startbuffer,1.0000,stimulus,-0.0020,0.8049,-0.4927,0.0229,-0.0262,0.7081,0.7052,0.0009,0.0004,0.0005
d3-007,4,90,startbuffer,1.0000,origin,0.0002,0.0089,-0.0003,0.0015,0.0017,0.7055,0.7114,0.0011,0.0004,-0.0012
d3-007,4,90,startbuffer,6.0000,right_hand,0.3122,0.7950,-0.9223,0.5587,-0.7657,0.2718,-0.1665,-0.0058,0.0007,-0.0006
d3-007,4,90,startbuffer,6.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,90,startbuffer,6.0000,stimulus,-0.0020,0.8049,-0.4928,0.0228,-0.0261,0.7081,0.7052,0.0009,0.0000,0.0008
d3-007,4,90,startbuffer,6.0000,origin,0.0002,0.0089,-0.0003,0.0016,0.0017,0.7044,0.7103,0.0012,0.0004,-0.0010
d3-007,4,90,startbuffer,11.0000,right_hand,0.3118,0.7951,-0.9221,0.5588,-0.7657,0.2715,-0.1663,-0.0065,0.0006,-0.0005
d3-007,4,90,startbuffer,11.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,90,startbuffer,11.0000,stimulus,-0.0023,0.8050,-0.4925,0.0228,-0.0261,0.7081,0.7052,0.0006,0.0000,0.0007
d3-007,4,90,startbuffer,11.0000,origin,0.0000,0.0090,0.0001,0.0015,0.0017,0.7041,0.7101,0.0015,-0.0001,-0.0017
d3-007,4,90,startbuffer,16.0000,right_hand,0.3118,0.7952,-0.9219,0.5590,-0.7657,0.2713,-0.1662,-0.0064,0.0014,-0.0022
d3-007,4,90,startbuffer,16.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,90,startbuffer,16.0000,stimulus,-0.0022,0.8050,-0.4925,0.0228,-0.0261,0.7081,0.7052,0.0007,0.0001,0.0008
d3-007,4,90,startbuffer,16.0000,origin,0.0001,0.0091,0.0001,0.0015,0.0017,0.7052,0.7112,0.0016,0.0005,-0.0019
d3-007,4,90,startbuffer,21.0000,right_hand,0.3117,0.7952,-0.9219,0.5591,-0.7657,0.2711,-0.1662,-0.0058,0.0013,-0.0019
d3-007,4,90,startbuffer,21.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,90,startbuffer,21.0000,stimulus,-0.0022,0.8050,-0.4925,0.0228,-0.0261,0.7081,0.7052,0.0005,0.0003,0.0008
d3-007,4,90,startbuffer,21.0000,origin,0.0001,0.0091,0.0001,0.0016,0.0017,0.7060,0.7121,0.0017,0.0003,-0.0020
