participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,33,startbuffer,1.0000,right_hand,0.3330,0.8039,-0.8876,0.5911,-0.7582,0.1767,-0.2110,-0.0024,-0.0004,-0.0004
d3-007,2,33,startbuffer,1.0000,right_elbow,-1.1062,0.0156,-0.8422,0.3531,-0.3703,0.6079,0.6072,-0.0003,-0.0006,0.0012
d3-007,2,33,startbuffer,1.0000,stimulus,-0.0027,0.8063,-0.4916,0.0177,-0.0216,0.7069,0.7068,0.0002,-0.0005,-0.0008
d3-007,2,33,startbuffer,1.0000,origin,-0.0002,0.0090,-0.0002,0.0014,0.0014,0.7102,0.7165,0.0002,-0.0011,0.0014
d3-007,2,33,startbuffer,6.0000,right_hand,0.3330,0.8039,-0.8876,0.5911,-0.7582,0.1767,-0.2110,-0.0024,-0.0004,-0.0004
d3-007,2,33,startbuffer,6.0000,right_elbow,-1.1062,0.0156,-0.8422,0.3531,-0.3703,0.6079,0.6072,-0.0003,-0.0007,0.0013
d3-007,2,33,startbuffer,6.0000,stimulus,-0.0027,0.8063,-0.4916,0.0177,-0.0216,0.7069,0.7068,0.0002,-0.0006,-0.0010
d3-007,2,33,startbuffer,6.0000,origin,-0.0001,0.0091,-0.0002,0.0014,0.0014,0.7097,0.7159,0.0009,-0.0003,0.0021
d3-007,2,33,startbuffer,11.0000,right_hand,0.3331,0.8041,-0.8876,0.5911,-0.7582,0.1767,-0.2110,-0.0010,0.0008,-0.0007
d3-007,2,33,startbuffer,11.0000,right_elbow,-1.1062,0.0156,-0.8422,0.3531,-0.3703,0.6079,0.6072,-0.0003,-0.0007,0.0013
d3-007,2,33,startbuffer,11.0000,stimulus,-0.0027,0.8063,-0.4916,0.0177,-0.0216,0.7069,0.7068,0.0002,-0.0005,-0.0009
d3-007,2,33,startbuffer,11.0000,origin,-0.0002,0.0091,-0.0002,0.0014,0.0014,0.7111,0.7174,0.0006,0.0006,0.0012
d3-007,2,33,startbuffer,16.0000,right_hand,0.3331,0.8041,-0.8876,0.5911,-0.7582,0.1766,-0.2109,-0.0009,0.0012,-0.0005
d3-007,2,33,startbuffer,16.0000,right_elbow,-1.1062,0.0156,-0.8422,0.3531,-0.3703,0.6079,0.6072,-0.0003,-0.0005,0.0014
d3-007,2,33,startbuffer,16.0000,stimulus,-0.0027,0.8063,-0.4916,0.0177,-0.0216,0.7069,0.7068,0.0003,-0.0004,-0.0011
d3-007,2,33,startbuffer,16.0000,origin,-0.0002,0.0091,-0.0002,0.0015,0.0014,0.7081,0.7144,0.0008,0.0003,0.0012
d3-007,2,33,startbuffer,21.0000,right_hand,0.3331,0.8041,-0.8876,0.5911,-0.7582,0.1766,-0.2109,-0.0009,0.0012,-0.0005
d3-007,2,33,startbuffer,21.0000,right_elbow,-1.1062,0.0157,-0.8422,0.3531,-0.3703,0.6079,0.6071,0.0000,0.0004,0.0011
d3-007,2,33,startbuffer,21.0000,stimulus,-0.0027,0.8063,-0.4915,0.0177,-0.0216,0.7069,0.7068,0.0003,-0.0004,-0.0011
d3-007,2,33,startbuffer,21.0000,origin,-0.0001,0.0091,-0.0002,0.0014,0.0014,0.7072,0.7135,0.0006,0.0004,0.0011
d3-007,2,33,startbuffer,26.0000,right_hand,0.3332,0.8041,-0.8877,0.5911,-0.7582,0.1765,-0.2109,-0.0006,0.0012,-0.0001
d3-007,2,33,startbuffer,26.0000,right_elbow,-1.1062,0.0157,-0.8423,0.3531,-0.3703,0.6079,0.6072,-0.0001,0.0003,0.0014
d3-007,2,33,startbuffer,26.0000,stimulus,-0.0028,0.8063,-0.4917,0.0177,-0.0217,0.7070,0.7068,-0.0007,-0.0005,0.0000
d3-007,2,33,startbuffer,26.0000,origin,-0.0001,0.0092,-0.0002,0.0014,0.0015,0.7071,0.7133,0.0011,0.0009,0.0016
d3-007,2,33,startbuffer,30.0000,right_hand,0.3332,0.8041,-0.8877,0.5912,-0.7582,0.1765,-0.2109,-0.0007,0.0011,0.0001
d3-007,2,33,startbuffer,30.0000,right_elbow,-1.1062,0.0157,-0.8423,0.3531,-0.3703,0.6079,0.6071,-0.0002,0.0002,0.0015
d3-007,2,33,startbuffer,30.0000,stimulus,-0.0028,0.8063,-0.4917,0.0177,-0.0217,0.7070,0.7068,-0.0007,-0.0008,0.0001
d3-007,2,33,startbuffer,30.0000,origin,0.0000,0.0091,-0.0002,0.0014,0.0014,0.7101,0.7164,0.0021,-0.0003,0.0014
d3-007,2,33,startbuffer,35.0000,right_hand,0.3332,0.8041,-0.8877,0.5912,-0.7582,0.1764,-0.2108,-0.0008,0.0010,0.0000
d3-007,2,33,startbuffer,35.0000,right_elbow,-1.1062,0.0157,-0.8423,0.3531,-0.3703,0.6079,0.6072,-0.0001,0.0002,0.0016
d3-007,2,33,startbuffer,35.0000,stimulus,-0.0028,0.8063,-0.4917,0.0177,-0.0217,0.7070,0.7068,-0.0007,-0.0009,0.0002
d3-007,2,33,startbuffer,35.0000,origin,0.0000,0.0091,-0.0002,0.0014,0.0014,0.7076,0.7139,0.0022,-0.0002,0.0013
d3-007,2,33,startbuffer,40.0000,right_hand,0.3332,0.8041,-0.8877,0.5912,-0.7582,0.1764,-0.2108,-0.0008,0.0009,-0.0004
d3-007,2,33,startbuffer,40.0000,right_elbow,-1.1062,0.0157,-0.8423,0.3531,-0.3703,0.6079,0.6071,0.0000,0.0006,0.0018
d3-007,2,33,startbuffer,40.0000,stimulus,-0.0028,0.8063,-0.4917,0.0177,-0.0217,0.7070,0.7068,-0.0006,-0.0011,0.0002
d3-007,2,33,startbuffer,40.0000,origin,0.0000,0.0091,-0.0002,0.0014,0.0014,0.7084,0.7147,0.0023,0.0000,0.0012
d3-007,2,33,begin,45.0000,right_hand,0.3332,0.8041,-0.8877,0.5912,-0.7582,0.1764,-0.2108,-0.0007,0.0010,-0.0005
d3-007,2,33,begin,45.0000,right_elbow,-1.1061,0.0157,-0.8423,0.3531,-0.3703,0.6079,0.6071,0.0004,0.0001,0.0017
