participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,89,startbuffer,2.0000,right_hand,0.3030,0.7897,-0.9272,0.5664,-0.7383,0.3251,-0.1685,0.0022,-0.0003,0.0014
d3-007,4,89,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,89,startbuffer,2.0000,stimulus,0.0018,0.8048,-0.4970,0.0330,-0.0372,0.7076,0.7049,-0.0011,-0.0008,0.0010
d3-007,4,89,startbuffer,2.0000,origin,-0.0001,0.0089,0.0000,0.0016,0.0015,0.7076,0.7133,-0.0023,0.0000,0.0000
d3-007,4,89,startbuffer,7.0000,right_hand,0.3030,0.7897,-0.9272,0.5664,-0.7383,0.3251,-0.1684,0.0019,-0.0003,0.0010
d3-007,4,89,startbuffer,7.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,89,startbuffer,7.0000,stimulus,0.0018,0.8048,-0.4970,0.0330,-0.0372,0.7076,0.7049,-0.0010,-0.0010,0.0012
d3-007,4,89,startbuffer,7.0000,origin,-0.0001,0.0089,0.0000,0.0016,0.0015,0.7101,0.7158,-0.0023,0.0001,0.0001
d3-007,4,89,startbuffer,12.0000,right_hand,0.3030,0.7897,-0.9272,0.5665,-0.7383,0.3251,-0.1685,0.0018,0.0000,0.0006
d3-007,4,89,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,89,startbuffer,12.0000,stimulus,0.0018,0.8048,-0.4970,0.0330,-0.0372,0.7076,0.7049,-0.0010,-0.0010,0.0012
d3-007,4,89,startbuffer,12.0000,origin,-0.0001,0.0089,0.0000,0.0016,0.0015,0.7087,0.7145,-0.0023,0.0007,0.0006
d3-007,4,89,startbuffer,17.0000,right_hand,0.3029,0.7897,-0.9271,0.5665,-0.7383,0.3250,-0.1684,0.0002,-0.0001,-0.0005
d3-007,4,89,startbuffer,17.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
