participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,102,startbuffer,2.0000,right_hand,0.3122,0.7963,-0.9103,0.5500,-0.7762,0.2416,-0.1913,0.0008,-0.0010,0.0002
d3-007,4,102,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,102,startbuffer,2.0000,stimulus,-0.0029,0.8062,-0.4970,0.0238,-0.0272,0.7078,0.7055,0.0024,0.0004,-0.0020
d3-007,4,102,startbuffer,2.0000,origin,0.0001,0.0092,0.0001,0.0016,0.0016,0.7085,0.7146,0.0006,0.0007,-0.0010
d3-007,4,102,startbuffer,7.0000,right_hand,0.3122,0.7964,-0.9102,0.5500,-0.7762,0.2417,-0.1913,0.0011,-0.0005,-0.0010
d3-007,4,102,startbuffer,7.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,102,startbuffer,7.0000,stimulus,-0.0029,0.8062,-0.4970,0.0238,-0.0272,0.7078,0.7056,0.0022,0.0004,-0.0020
d3-007,4,102,startbuffer,7.0000,origin,0.0001,0.0092,0.0001,0.0016,0.0016,0.7079,0.7139,0.0007,0.0004,-0.0010
d3-007,4,102,startbuffer,12.0000,right_hand,0.3122,0.7964,-0.9102,0.5500,-0.7762,0.2417,-0.1914,0.0012,0.0000,-0.0011
d3-007,4,102,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,102,startbuffer,12.0000,stimulus,-0.0031,0.8062,-0.4970,0.0237,-0.0273,0.7078,0.7055,0.0008,0.0003,-0.0019
d3-007,4,102,startbuffer,12.0000,origin,0.0000,0.0091,0.0000,0.0016,0.0016,0.7095,0.7156,0.0003,-0.0002,-0.0006
d3-007,4,102,startbuffer,17.0000,right_hand,0.3122,0.7964,-0.9102,0.5500,-0.7762,0.2417,-0.1914,0.0017,0.0000,-0.0014
d3-007,4,102,startbuffer,17.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,102,startbuffer,17.0000,stimulus,-0.0031,0.8062,-0.4970,0.0237,-0.0273,0.7078,0.7055,0.0007,0.0003,-0.0021
d3-007,4,102,startbuffer,17.0000,origin,0.0000,0.0091,0.0000,0.0016,0.0016,0.7092,0.7153,0.0002,0.0000,-0.0008
d3-007,4,102,startbuffer,22.0000,right_hand,0.3122,0.7964,-0.9102,0.5500,-0.7761,0.2417,-0.1915,0.0018,0.0001,-0.0014
d3-007,4,102,startbuffer,22.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
