participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,98,startbuffer,2.0000,right_hand,0.3116,0.7963,-0.9152,0.5886,-0.7276,0.3108,-0.1662,-0.0035,-0.0011,0.0003
d3-007,4,98,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,2.0000,stimulus,-0.0054,0.8060,-0.4942,0.0091,-0.0122,0.7081,0.7059,-0.0010,-0.0006,-0.0004
d3-007,4,98,startbuffer,2.0000,origin,-0.0001,0.0090,0.0001,0.0014,0.0015,0.7051,0.7113,-0.0015,-0.0007,-0.0004
d3-007,4,98,startbuffer,7.0000,right_hand,0.3116,0.7962,-0.9152,0.5886,-0.7276,0.3108,-0.1661,-0.0035,-0.0011,0.0003
d3-007,4,98,startbuffer,7.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,7.0000,stimulus,-0.0054,0.8060,-0.4942,0.0091,-0.0122,0.7081,0.7060,-0.0010,-0.0003,-0.0005
d3-007,4,98,startbuffer,7.0000,origin,-0.0001,0.0090,0.0001,0.0014,0.0014,0.7062,0.7124,-0.0015,-0.0007,-0.0006
d3-007,4,98,startbuffer,12.0000,right_hand,0.3116,0.7962,-0.9152,0.5887,-0.7276,0.3107,-0.1661,-0.0034,-0.0010,0.0003
d3-007,4,98,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,12.0000,stimulus,-0.0053,0.8060,-0.4941,0.0091,-0.0122,0.7081,0.7060,0.0000,-0.0002,-0.0015
d3-007,4,98,startbuffer,12.0000,origin,-0.0001,0.0090,0.0001,0.0014,0.0014,0.7050,0.7113,-0.0014,-0.0008,-0.0005
d3-007,4,98,startbuffer,17.0000,right_hand,0.3116,0.7963,-0.9151,0.5887,-0.7276,0.3106,-0.1660,-0.0030,-0.0009,-0.0005
d3-007,4,98,startbuffer,17.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,17.0000,stimulus,-0.0053,0.8060,-0.4941,0.0091,-0.0122,0.7081,0.7060,0.0000,-0.0002,-0.0015
d3-007,4,98,startbuffer,17.0000,origin,-0.0002,0.0090,0.0001,0.0015,0.0014,0.7027,0.7089,-0.0015,-0.0009,-0.0006
d3-007,4,98,startbuffer,22.0000,right_hand,0.3116,0.7963,-0.9151,0.5888,-0.7276,0.3105,-0.1659,-0.0030,-0.0009,-0.0004
d3-007,4,98,startbuffer,22.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,22.0000,stimulus,-0.0053,0.8060,-0.4941,0.0092,-0.0122,0.7081,0.7059,0.0005,-0.0002,-0.0012
d3-007,4,98,startbuffer,22.0000,origin,-0.0001,0.0090,0.0001,0.0015,0.0014,0.7030,0.7091,-0.0012,-0.0012,-0.0008
d3-007,4,98,startbuffer,27.0000,right_hand,0.3116,0.7963,-0.9152,0.5889,-0.7276,0.3104,-0.1659,-0.0024,-0.0007,-0.0001
d3-007,4,98,startbuffer,27.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,27.0000,stimulus,-0.0053,0.8060,-0.4941,0.0092,-0.0122,0.7081,0.7059,0.0006,-0.0003,-0.0011
d3-007,4,98,startbuffer,27.0000,origin,-0.0001,0.0090,0.0001,0.0015,0.0015,0.7042,0.7105,0.0000,-0.0001,-0.0003
d3-007,4,98,startbuffer,32.0000,right_hand,0.3116,0.7963,-0.9151,0.5889,-0.7276,0.3102,-0.1657,-0.0024,-0.0004,-0.0001
d3-007,4,98,startbuffer,32.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,32.0000,stimulus,-0.0053,0.8060,-0.4941,0.0092,-0.0122,0.7081,0.7060,0.0006,-0.0005,-0.0011
d3-007,4,98,startbuffer,32.0000,origin,-0.0001,0.0090,0.0001,0.0015,0.0015,0.7061,0.7124,0.0001,-0.0001,-0.0003
d3-007,4,98,startbuffer,37.0000,right_hand,0.3116,0.7963,-0.9151,0.5890,-0.7277,0.3101,-0.1656,-0.0024,-0.0003,-0.0001
d3-007,4,98,startbuffer,37.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,37.0000,stimulus,-0.0053,0.8061,-0.4941,0.0092,-0.0122,0.7081,0.7060,0.0003,0.0007,-0.0009
d3-007,4,98,startbuffer,37.0000,origin,-0.0001,0.0090,0.0001,0.0015,0.0015,0.7050,0.7112,-0.0001,0.0000,-0.0003
d3-007,4,98,startbuffer,42.0000,right_hand,0.3116,0.7963,-0.9152,0.5891,-0.7277,0.3100,-0.1655,-0.0019,-0.0003,0.0004
d3-007,4,98,startbuffer,42.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,98,startbuffer,42.0000,stimulus,-0.0052,0.8061,-0.4942,0.0092,-0.0122,0.7081,0.7059,0.0011,0.0005,-0.0004
