participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,27,startbuffer,2.0000,right_hand,0.3255,0.8082,-0.8932,0.6259,-0.7255,0.2026,-0.2021,-0.0044,-0.0010,0.0000
d3-007,2,27,startbuffer,2.0000,right_elbow,-1.1063,0.0158,-0.8417,0.3530,-0.3704,0.6080,0.6071,-0.0002,0.0001,0.0008
d3-007,2,27,startbuffer,2.0000,stimulus,-0.0014,0.8065,-0.4933,0.0071,-0.0030,-0.7079,-0.7068,-0.0010,-0.0005,-0.0001
d3-007,2,27,startbuffer,2.0000,origin,0.0002,0.0091,0.0000,0.0013,0.0015,0.7082,0.7142,0.0004,0.0014,0.0004
d3-007,2,27,startbuffer,7.0000,right_hand,0.3255,0.8082,-0.8932,0.6259,-0.7256,0.2025,-0.2020,-0.0042,-0.0012,0.0004
d3-007,2,27,startbuffer,7.0000,right_elbow,-1.1063,0.0158,-0.8417,0.3530,-0.3704,0.6080,0.6071,-0.0002,0.0001,0.0008
d3-007,2,27,startbuffer,7.0000,stimulus,-0.0014,0.8065,-0.4933,0.0070,-0.0030,-0.7078,-0.7068,-0.0012,-0.0005,-0.0003
d3-007,2,27,startbuffer,7.0000,origin,0.0002,0.0091,0.0000,0.0013,0.0015,0.7082,0.7142,0.0002,0.0017,0.0004
d3-007,2,27,startbuffer,12.0000,right_hand,0.3255,0.8081,-0.8933,0.6259,-0.7256,0.2025,-0.2020,-0.0041,-0.0015,0.0018
d3-007,2,27,startbuffer,12.0000,right_elbow,-1.1063,0.0158,-0.8418,0.3530,-0.3704,0.6080,0.6071,0.0001,0.0005,0.0013
d3-007,2,27,startbuffer,12.0000,stimulus,-0.0014,0.8064,-0.4932,0.0070,-0.0030,-0.7076,-0.7066,-0.0008,-0.0012,-0.0007
d3-007,2,27,startbuffer,12.0000,origin,0.0002,0.0091,0.0000,0.0014,0.0015,0.7055,0.7115,0.0002,0.0017,0.0004
d3-007,2,27,startbuffer,16.0000,right_hand,0.3255,0.8081,-0.8934,0.6259,-0.7256,0.2024,-0.2019,-0.0041,-0.0015,0.0020
d3-007,2,27,startbuffer,16.0000,right_elbow,-1.1063,0.0158,-0.8418,0.3530,-0.3704,0.6080,0.6071,0.0000,0.0001,0.0017
d3-007,2,27,startbuffer,16.0000,stimulus,-0.0014,0.8064,-0.4932,0.0071,-0.0030,-0.7078,-0.7068,-0.0009,-0.0013,-0.0006
d3-007,2,27,startbuffer,16.0000,origin,0.0001,0.0090,-0.0001,0.0014,0.0015,0.7072,0.7131,-0.0007,0.0000,0.0012
d3-007,2,27,startbuffer,21.0000,right_hand,0.3255,0.8081,-0.8934,0.6259,-0.7257,0.2024,-0.2018,-0.0046,-0.0018,0.0020
