participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,36,startbuffer,1.0000,right_hand,0.3233,0.8034,-0.8880,0.6125,-0.7354,0.1969,-0.2127,0.0000,-0.0001,0.0006
d3-007,2,36,startbuffer,1.0000,right_elbow,-1.1062,0.0153,-0.8419,0.3529,-0.3698,0.6080,0.6075,-0.0010,-0.0010,0.0010
d3-007,2,36,startbuffer,1.0000,stimulus,0.0002,0.8064,-0.4933,0.0028,0.0027,-0.7075,-0.7073,-0.0018,-0.0002,0.0035
d3-007,2,36,startbuffer,1.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7050,0.7107,0.0009,-0.0010,0.0010
d3-007,2,36,startbuffer,6.0000,right_hand,0.3233,0.8034,-0.8880,0.6125,-0.7354,0.1969,-0.2127,0.0010,-0.0008,0.0012
d3-007,2,36,startbuffer,6.0000,right_elbow,-1.1062,0.0153,-0.8419,0.3529,-0.3698,0.6080,0.6075,-0.0011,-0.0009,0.0010
d3-007,2,36,startbuffer,6.0000,stimulus,0.0002,0.8064,-0.4933,0.0028,0.0027,-0.7072,-0.7070,-0.0019,-0.0004,0.0034
d3-007,2,36,startbuffer,6.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7077,0.7135,0.0010,-0.0010,0.0011
d3-007,2,36,startbuffer,11.0000,right_hand,0.3233,0.8034,-0.8881,0.6125,-0.7354,0.1969,-0.2127,0.0011,-0.0007,0.0013
d3-007,2,36,startbuffer,11.0000,right_elbow,-1.1062,0.0153,-0.8419,0.3529,-0.3698,0.6080,0.6075,-0.0011,-0.0007,0.0010
d3-007,2,36,startbuffer,11.0000,stimulus,-0.0001,0.8060,-0.4929,0.0029,0.0027,-0.7071,-0.7070,-0.0031,-0.0015,0.0021
d3-007,2,36,startbuffer,11.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7023,0.7080,0.0009,-0.0009,0.0009
d3-007,2,36,startbuffer,16.0000,right_hand,0.3233,0.8034,-0.8881,0.6125,-0.7354,0.1969,-0.2127,0.0011,-0.0007,0.0013
d3-007,2,36,startbuffer,16.0000,right_elbow,-1.1062,0.0153,-0.8419,0.3529,-0.3698,0.6080,0.6075,-0.0013,-0.0007,0.0007
d3-007,2,36,startbuffer,16.0000,stimulus,-0.0001,0.8061,-0.4928,0.0029,0.0027,-0.7074,-0.7073,-0.0030,-0.0014,0.0017
d3-007,2,36,startbuffer,16.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7006,0.7063,0.0010,-0.0005,0.0008
d3-007,2,36,startbuffer,21.0000,right_hand,0.3233,0.8034,-0.8881,0.6125,-0.7354,0.1969,-0.2127,0.0013,-0.0008,0.0014
d3-007,2,36,startbuffer,21.0000,right_elbow,-1.1061,0.0153,-0.8419,0.3530,-0.3698,0.6080,0.6075,0.0001,-0.0001,0.0001
d3-007,2,36,startbuffer,21.0000,stimulus,-0.0001,0.8060,-0.4928,0.0029,0.0027,-0.7069,-0.7068,-0.0029,-0.0015,0.0018
d3-007,2,36,startbuffer,21.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7060,0.7118,0.0011,-0.0008,0.0004
d3-007,2,36,startbuffer,26.0000,right_hand,0.3233,0.8035,-0.8880,0.6125,-0.7354,0.1969,-0.2126,0.0004,0.0001,0.0007
d3-007,2,36,startbuffer,26.0000,right_elbow,-1.1061,0.0153,-0.8419,0.3530,-0.3698,0.6080,0.6075,0.0000,-0.0003,0.0000
d3-007,2,36,startbuffer,26.0000,stimulus,-0.0001,0.8060,-0.4928,0.0029,0.0027,-0.7071,-0.7070,-0.0030,-0.0015,0.0018
d3-007,2,36,startbuffer,26.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7019,0.7077,0.0011,-0.0008,0.0003
d3-007,2,36,startbuffer,31.0000,right_hand,0.3233,0.8035,-0.8880,0.6125,-0.7354,0.1969,-0.2126,0.0005,0.0004,0.0006
d3-007,2,36,startbuffer,31.0000,right_elbow,-1.1061,0.0153,-0.8419,0.3530,-0.3698,0.6080,0.6075,0.0000,-0.0002,0.0000
d3-007,2,36,startbuffer,31.0000,stimulus,-0.0001,0.8060,-0.4929,0.0029,0.0027,-0.7065,-0.7064,-0.0029,-0.0014,0.0018
d3-007,2,36,startbuffer,31.0000,origin,0.0003,0.0090,-0.0002,0.0012,0.0014,0.7029,0.7086,0.0010,-0.0010,0.0004
d3-007,2,36,startbuffer,36.0000,right_hand,0.3233,0.8035,-0.8880,0.6125,-0.7354,0.1969,-0.2126,0.0008,0.0007,0.0005
