participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,29,startbuffer,5.0000,right_hand,0.3315,0.8049,-0.8807,0.6281,-0.7097,0.2005,-0.2482,0.0006,-0.0008,-0.0002
d3-007,2,29,startbuffer,5.0000,right_elbow,-1.1065,0.0155,-0.8416,0.3531,-0.3702,0.6080,0.6072,-0.0012,-0.0006,-0.0010
d3-007,2,29,startbuffer,5.0000,stimulus,-0.0002,0.8068,-0.4922,0.0048,0.0004,-0.7079,-0.7074,-0.0003,0.0022,-0.0005
d3-007,2,29,startbuffer,5.0000,origin,-0.0001,0.0088,0.0000,0.0015,0.0016,0.7083,0.7145,-0.0004,-0.0006,-0.0003
d3-007,2,29,startbuffer,10.0000,right_hand,0.3314,0.8049,-0.8807,0.6280,-0.7098,0.2006,-0.2481,0.0003,-0.0005,0.0001
d3-007,2,29,startbuffer,10.0000,right_elbow,-1.1065,0.0155,-0.8416,0.3531,-0.3702,0.6080,0.6072,-0.0008,-0.0005,-0.0009
d3-007,2,29,startbuffer,10.0000,stimulus,-0.0002,0.8068,-0.4922,0.0048,0.0004,-0.7077,-0.7072,-0.0003,0.0022,-0.0005
d3-007,2,29,startbuffer,10.0000,origin,-0.0001,0.0088,0.0000,0.0015,0.0016,0.7101,0.7163,-0.0006,-0.0007,0.0000
d3-007,2,29,startbuffer,15.0000,right_hand,0.3314,0.8049,-0.8807,0.6280,-0.7098,0.2006,-0.2481,0.0004,-0.0008,0.0004
d3-007,2,29,startbuffer,15.0000,right_elbow,-1.1066,0.0156,-0.8416,0.3531,-0.3702,0.6080,0.6072,-0.0013,0.0002,-0.0005
d3-007,2,29,startbuffer,15.0000,stimulus,-0.0002,0.8068,-0.4922,0.0048,0.0004,-0.7077,-0.7072,-0.0003,0.0019,-0.0005
d3-007,2,29,startbuffer,15.0000,origin,-0.0001,0.0089,-0.0001,0.0015,0.0016,0.7083,0.7143,-0.0012,0.0002,0.0008
