participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,21,startbuffer,2.0000,right_hand,0.3156,0.8004,-0.8942,0.5911,-0.7410,0.2113,-0.2385,-0.0010,0.0007,0.0003
d3-007,2,21,startbuffer,2.0000,right_elbow,-1.1059,0.0156,-0.8418,0.3531,-0.3704,0.6080,0.6071,0.0009,-0.0008,0.0004
d3-007,2,21,startbuffer,2.0000,stimulus,0.0005,0.8066,-0.4977,0.0319,-0.0356,0.7072,0.7054,0.0000,-0.0010,0.0017
d3-007,2,21,startbuffer,2.0000,origin,0.0003,0.0089,0.0001,0.0015,0.0017,0.7068,0.7130,0.0021,-0.0010,0.0017
d3-007,2,21,startbuffer,7.0000,right_hand,0.3156,0.8004,-0.8942,0.5911,-0.7410,0.2113,-0.2385,-0.0006,-0.0002,0.0006
d3-007,2,21,startbuffer,7.0000,right_elbow,-1.1059,0.0156,-0.8418,0.3531,-0.3704,0.6080,0.6071,0.0009,-0.0008,0.0003
d3-007,2,21,startbuffer,7.0000,stimulus,0.0005,0.8066,-0.4978,0.0318,-0.0356,0.7071,0.7054,-0.0001,-0.0010,0.0016
d3-007,2,21,startbuffer,7.0000,origin,0.0003,0.0089,0.0001,0.0016,0.0017,0.7018,0.7080,0.0022,-0.0010,0.0017
d3-007,2,21,startbuffer,12.0000,right_hand,0.3156,0.8004,-0.8942,0.5911,-0.7410,0.2113,-0.2385,-0.0004,-0.0003,0.0008
d3-007,2,21,startbuffer,12.0000,right_elbow,-1.1059,0.0156,-0.8418,0.3531,-0.3703,0.6080,0.6070,0.0008,-0.0007,0.0001
d3-007,2,21,startbuffer,12.0000,stimulus,0.0005,0.8066,-0.4978,0.0318,-0.0356,0.7072,0.7055,-0.0001,-0.0010,0.0016
d3-007,2,21,startbuffer,12.0000,origin,0.0003,0.0089,0.0001,0.0016,0.0017,0.7041,0.7103,0.0022,-0.0011,0.0017
