participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,4,87,startbuffer,1.0000,right_hand,0.3142,0.7881,-0.9347,0.5620,-0.7237,0.3623,-0.1707,-0.0038,0.0020,-0.0068
d3-007,4,87,startbuffer,1.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,1.0000,stimulus,-0.0023,0.8051,-0.4957,0.0095,-0.0124,0.7085,0.7057,0.0022,0.0008,-0.0008
d3-007,4,87,startbuffer,1.0000,origin,0.0002,0.0092,0.0001,0.0014,0.0014,0.7089,0.7147,0.0010,0.0005,-0.0014
d3-007,4,87,startbuffer,6.0000,right_hand,0.3142,0.7881,-0.9347,0.5621,-0.7237,0.3623,-0.1707,-0.0038,0.0020,-0.0068
d3-007,4,87,startbuffer,6.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,6.0000,stimulus,-0.0024,0.8052,-0.4957,0.0095,-0.0125,0.7085,0.7057,0.0016,0.0009,-0.0002
d3-007,4,87,startbuffer,6.0000,origin,0.0002,0.0092,-0.0001,0.0013,0.0014,0.7098,0.7156,0.0005,0.0004,0.0009
d3-007,4,87,startbuffer,11.0000,right_hand,0.3141,0.7882,-0.9346,0.5621,-0.7236,0.3623,-0.1707,-0.0036,0.0022,-0.0076
d3-007,4,87,startbuffer,11.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,11.0000,stimulus,-0.0023,0.8052,-0.4957,0.0095,-0.0125,0.7085,0.7058,0.0018,0.0008,-0.0003
d3-007,4,87,startbuffer,11.0000,origin,0.0002,0.0092,-0.0001,0.0013,0.0014,0.7082,0.7139,0.0005,0.0004,0.0009
d3-007,4,87,startbuffer,16.0000,right_hand,0.3141,0.7882,-0.9345,0.5621,-0.7236,0.3624,-0.1708,-0.0032,0.0009,-0.0068
d3-007,4,87,startbuffer,16.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,16.0000,stimulus,-0.0023,0.8052,-0.4957,0.0095,-0.0125,0.7085,0.7057,0.0019,0.0010,-0.0003
d3-007,4,87,startbuffer,16.0000,origin,0.0002,0.0092,-0.0001,0.0013,0.0014,0.7127,0.7185,0.0007,0.0004,0.0008
d3-007,4,87,startbuffer,21.0000,right_hand,0.3140,0.7882,-0.9346,0.5620,-0.7236,0.3624,-0.1709,-0.0040,0.0009,-0.0058
d3-007,4,87,startbuffer,21.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,21.0000,stimulus,-0.0023,0.8052,-0.4957,0.0095,-0.0125,0.7085,0.7058,0.0019,0.0010,-0.0003
d3-007,4,87,startbuffer,21.0000,origin,0.0002,0.0092,-0.0001,0.0014,0.0014,0.7098,0.7155,0.0008,0.0005,0.0008
d3-007,4,87,startbuffer,26.0000,right_hand,0.3140,0.7882,-0.9345,0.5619,-0.7236,0.3626,-0.1710,-0.0037,-0.0002,-0.0044
d3-007,4,87,startbuffer,26.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,26.0000,stimulus,-0.0025,0.8053,-0.4958,0.0095,-0.0126,0.7086,0.7057,0.0001,0.0020,0.0011
d3-007,4,87,startbuffer,26.0000,origin,0.0000,0.0092,-0.0002,0.0014,0.0014,0.7066,0.7123,-0.0018,0.0012,0.0013
d3-007,4,87,startbuffer,31.0000,right_hand,0.3140,0.7882,-0.9345,0.5619,-0.7235,0.3627,-0.1710,-0.0037,-0.0002,-0.0044
d3-007,4,87,startbuffer,31.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,31.0000,stimulus,-0.0025,0.8053,-0.4958,0.0095,-0.0126,0.7086,0.7057,0.0001,0.0021,0.0013
d3-007,4,87,startbuffer,31.0000,origin,0.0000,0.0092,-0.0002,0.0013,0.0014,0.7102,0.7160,-0.0019,0.0013,0.0014
d3-007,4,87,startbuffer,36.0000,right_hand,0.3139,0.7882,-0.9345,0.5617,-0.7236,0.3628,-0.1710,-0.0033,-0.0006,-0.0029
d3-007,4,87,startbuffer,36.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,36.0000,stimulus,-0.0025,0.8053,-0.4959,0.0095,-0.0126,0.7086,0.7057,0.0002,0.0023,0.0013
d3-007,4,87,startbuffer,36.0000,origin,0.0000,0.0092,-0.0002,0.0013,0.0014,0.7073,0.7130,-0.0019,0.0012,0.0014
d3-007,4,87,startbuffer,41.0000,right_hand,0.3139,0.7882,-0.9345,0.5616,-0.7236,0.3629,-0.1710,-0.0029,-0.0008,-0.0023
d3-007,4,87,startbuffer,41.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-007,4,87,startbuffer,41.0000,stimulus,-0.0025,0.8053,-0.4958,0.0094,-0.0126,0.7085,0.7056,0.0001,0.0018,0.0012
d3-007,4,87,startbuffer,41.0000,origin,0.0000,0.0092,-0.0002,0.0013,0.0014,0.7102,0.7159,-0.0019,0.0011,0.0015
d3-007,4,87,startbuffer,46.0000,right_hand,0.3140,0.7882,-0.9348,0.5615,-0.7237,0.3630,-0.1710,-0.0023,-0.0004,0.0009
d3-007,4,87,startbuffer,46.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
