participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-007,2,34,startbuffer,2.0000,right_hand,0.3121,0.8033,-0.8994,0.6059,-0.7383,0.2364,-0.1785,-0.0035,-0.0005,-0.0016
d3-007,2,34,startbuffer,2.0000,right_elbow,-1.1065,0.0158,-0.8418,0.3531,-0.3701,0.6078,0.6074,-0.0012,0.0028,0.0007
d3-007,2,34,startbuffer,2.0000,stimulus,-0.0021,0.8063,-0.4958,0.0215,-0.0260,0.7068,0.7067,-0.0028,0.0008,-0.0006
d3-007,2,34,startbuffer,2.0000,origin,-0.0002,0.0091,0.0000,0.0013,0.0011,0.7086,0.7148,-0.0023,-0.0007,0.0001
d3-007,2,34,startbuffer,7.0000,right_hand,0.3121,0.8033,-0.8995,0.6059,-0.7383,0.2364,-0.1785,-0.0031,-0.0004,-0.0016
d3-007,2,34,startbuffer,7.0000,right_elbow,-1.1065,0.0158,-0.8418,0.3531,-0.3701,0.6078,0.6074,-0.0013,0.0026,0.0005
d3-007,2,34,startbuffer,7.0000,stimulus,-0.0020,0.8063,-0.4959,0.0215,-0.0260,0.7068,0.7067,-0.0023,0.0008,0.0005
d3-007,2,34,startbuffer,7.0000,origin,-0.0002,0.0092,0.0000,0.0013,0.0011,0.7075,0.7136,-0.0016,0.0004,-0.0001
d3-007,2,34,startbuffer,12.0000,right_hand,0.3121,0.8033,-0.8994,0.6060,-0.7383,0.2364,-0.1784,-0.0031,-0.0002,-0.0020
d3-007,2,34,startbuffer,12.0000,right_elbow,-1.1065,0.0158,-0.8417,0.3531,-0.3701,0.6078,0.6074,-0.0013,0.0022,-0.0004
d3-007,2,34,startbuffer,12.0000,stimulus,-0.0020,0.8063,-0.4959,0.0215,-0.0260,0.7068,0.7067,-0.0022,0.0007,0.0002
d3-007,2,34,startbuffer,12.0000,origin,-0.0002,0.0092,0.0000,0.0014,0.0011,0.7090,0.7152,-0.0016,0.0004,0.0000
d3-007,2,34,startbuffer,17.0000,right_hand,0.3121,0.8034,-0.8995,0.6061,-0.7382,0.2364,-0.1785,-0.0029,0.0001,-0.0019
d3-007,2,34,startbuffer,17.0000,right_elbow,-1.1065,0.0158,-0.8417,0.3531,-0.3701,0.6078,0.6074,-0.0012,0.0021,-0.0005
d3-007,2,34,startbuffer,17.0000,stimulus,-0.0021,0.8063,-0.4959,0.0215,-0.0260,0.7068,0.7067,-0.0023,0.0005,0.0001
d3-007,2,34,startbuffer,17.0000,origin,-0.0002,0.0093,0.0000,0.0014,0.0012,0.7086,0.7148,-0.0015,0.0014,-0.0009
d3-007,2,34,startbuffer,22.0000,right_hand,0.3120,0.8034,-0.8995,0.6061,-0.7382,0.2363,-0.1784,-0.0028,0.0001,-0.0018
d3-007,2,34,startbuffer,22.0000,right_elbow,-1.1066,0.0158,-0.8417,0.3531,-0.3701,0.6078,0.6074,-0.0022,0.0012,-0.0011
d3-007,2,34,startbuffer,22.0000,stimulus,-0.0021,0.8063,-0.4959,0.0215,-0.0260,0.7068,0.7067,-0.0023,0.0004,0.0001
d3-007,2,34,startbuffer,22.0000,origin,-0.0002,0.0093,0.0000,0.0014,0.0013,0.7105,0.7168,-0.0015,0.0014,-0.0009
d3-007,2,34,startbuffer,27.0000,right_hand,0.3121,0.8034,-0.8994,0.6062,-0.7381,0.2363,-0.1784,-0.0017,-0.0002,-0.0021
d3-007,2,34,startbuffer,27.0000,right_elbow,-1.1066,0.0158,-0.8417,0.3531,-0.3701,0.6078,0.6074,-0.0022,0.0013,-0.0012
d3-007,2,34,startbuffer,27.0000,stimulus,-0.0021,0.8063,-0.4959,0.0215,-0.0260,0.7068,0.7067,-0.0024,0.0006,0.0000
d3-007,2,34,startbuffer,27.0000,origin,-0.0002,0.0092,0.0001,0.0014,0.0012,0.7094,0.7157,-0.0019,0.0008,-0.0015
d3-007,2,34,startbuffer,32.0000,right_hand,0.3121,0.8034,-0.8994,0.6062,-0.7381,0.2363,-0.1784,-0.0017,-0.0006,-0.0017
d3-007,2,34,startbuffer,32.0000,right_elbow,-1.1064,0.0157,-0.8416,0.3531,-0.3700,0.6078,0.6075,0.0002,0.0001,-0.0027
d3-007,2,34,startbuffer,32.0000,stimulus,-0.0020,0.8062,-0.4958,0.0215,-0.0261,0.7067,0.7067,-0.0015,-0.0005,-0.0006
d3-007,2,34,startbuffer,32.0000,origin,-0.0002,0.0092,0.0001,0.0014,0.0012,0.7075,0.7138,-0.0013,0.0004,-0.0014
d3-007,2,34,startbuffer,37.0000,right_hand,0.3121,0.8033,-0.8994,0.6062,-0.7381,0.2363,-0.1783,-0.0017,-0.0012,-0.0013
d3-007,2,34,startbuffer,37.0000,right_elbow,-1.1064,0.0157,-0.8416,0.3531,-0.3700,0.6078,0.6075,0.0001,0.0001,-0.0026
d3-007,2,34,startbuffer,37.0000,stimulus,-0.0020,0.8062,-0.4958,0.0215,-0.0261,0.7067,0.7067,-0.0015,-0.0005,-0.0006
d3-007,2,34,startbuffer,37.0000,origin,-0.0002,0.0092,0.0001,0.0014,0.0012,0.7074,0.7138,-0.0008,0.0001,-0.0010
d3-007,2,34,startbuffer,42.0000,right_hand,0.3121,0.8033,-0.8994,0.6062,-0.7381,0.2364,-0.1783,-0.0017,-0.0015,-0.0013
d3-007,2,34,startbuffer,42.0000,right_elbow,-1.1064,0.0157,-0.8415,0.3531,-0.3700,0.6078,0.6075,0.0001,0.0003,-0.0026
d3-007,2,34,startbuffer,42.0000,stimulus,-0.0020,0.8062,-0.4958,0.0215,-0.0260,0.7068,0.7067,-0.0015,-0.0006,-0.0006
d3-007,2,34,startbuffer,42.0000,origin,-0.0002,0.0092,0.0001,0.0014,0.0012,0.7049,0.7112,-0.0005,0.0005,-0.0009
d3-007,2,34,begin,47.0000,right_hand,0.3121,0.8033,-0.8994,0.6062,-0.7381,0.2363,-0.1783,-0.0015,-0.0019,-0.0013
d3-007,2,34,begin,47.0000,right_elbow,-1.1064,0.0156,-0.8416,0.3531,-0.3701,0.6078,0.6074,0.0001,-0.0005,-0.0017
d3-007,2,34,begin,47.0000,stimulus,-0.0020,0.8062,-0.4958,0.0215,-0.0261,0.7067,0.7067,-0.0016,-0.0002,-0.0006
