experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,landmark_estimates_location_0,landmark_gaze_data_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-005,1,64,3,28,2166.521,2172.641,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T064.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T064.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T064.csv
3_avatartooluse,d3-005,1,65,3,29,2175.595,2183.358,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T065.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T065.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T065.csv
3_avatartooluse,d3-005,1,66,3,30,2186.313,2192.454,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T066.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T066.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T066.csv
3_avatartooluse,d3-005,1,67,3,31,2195.409,2201.783,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T067.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T067.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T067.csv
3_avatartooluse,d3-005,1,68,3,32,2204.737,2213.711,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T068.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T068.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T068.csv
3_avatartooluse,d3-005,1,69,3,33,2216.665,2227.815,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T069.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T069.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T069.csv
3_avatartooluse,d3-005,1,70,3,34,2230.769,2238.543,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T070.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T070.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T070.csv
3_avatartooluse,d3-005,1,71,3,35,2243.452,2250.893,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T071.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T071.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T071.csv
3_avatartooluse,d3-005,1,72,3,36,2253.848,2263.72,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T072.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T072.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T072.csv
3_avatartooluse,d3-005,1,73,3,37,2308.211,2315.552,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T073.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T073.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T073.csv
3_avatartooluse,d3-005,1,74,3,38,2318.506,2325.136,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T074.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T074.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T074.csv
3_avatartooluse,d3-005,1,75,3,39,2328.091,2334.254,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T075.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T075.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T075.csv
3_avatartooluse,d3-005,1,76,3,40,2337.208,2344.016,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T076.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T076.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T076.csv
3_avatartooluse,d3-005,1,77,3,41,2346.97,2357.21,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T077.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T077.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T077.csv
3_avatartooluse,d3-005,1,78,3,42,2360.164,2369.227,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T078.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T078.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T078.csv
3_avatartooluse,d3-005,1,79,3,43,2372.181,2381.587,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T079.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T079.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T079.csv
3_avatartooluse,d3-005,1,80,3,44,2384.542,2394.171,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T080.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T080.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T080.csv
3_avatartooluse,d3-005,1,81,3,45,2397.124,2404.543,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T081.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T081.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T081.csv
3_avatartooluse,d3-005,1,82,3,46,2407.498,2422.835,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T082.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T082.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T082.csv
3_avatartooluse,d3-005,1,83,3,47,2425.787,2433.352,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T083.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T083.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T083.csv
3_avatartooluse,d3-005,1,84,3,48,2436.307,2457.197,,,,,,,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_gaze_data_T084.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T084.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,3_avatartooluse/d3-005/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T084.csv
3_avatartooluse,d3-005,1,85,4,1,2573.153,2578.473,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T085.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T085.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T085.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T085.csv,,,,,,
3_avatartooluse,d3-005,1,86,4,2,2581.427,2586.547,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T086.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T086.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T086.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T086.csv,,,,,,
3_avatartooluse,d3-005,1,87,4,3,2590.19,2595.376,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T087.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T087.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T087.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T087.csv,,,,,,
3_avatartooluse,d3-005,1,88,4,4,2598.331,2603.75,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T088.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T088.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T088.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T088.csv,,,,,,
3_avatartooluse,d3-005,1,89,4,5,2606.704,2612.448,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T089.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T089.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T089.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T089.csv,,,,,,
3_avatartooluse,d3-005,1,90,4,6,2615.4,2620.82,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T090.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T090.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T090.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T090.csv,,,,,,
3_avatartooluse,d3-005,1,91,4,7,2623.774,2629.15,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T091.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T091.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T091.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T091.csv,,,,,,
3_avatartooluse,d3-005,1,92,4,8,2632.103,2637.579,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T092.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T092.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T092.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T092.csv,,,,,,
3_avatartooluse,d3-005,1,93,4,9,2640.534,2646.197,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T093.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T093.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T093.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T093.csv,,,,,,
3_avatartooluse,d3-005,1,94,4,10,2649.152,2654.438,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T094.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T094.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T094.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T094.csv,,,,,,
3_avatartooluse,d3-005,1,95,4,11,2657.392,2663.177,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T095.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T095.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T095.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T095.csv,,,,,,
3_avatartooluse,d3-005,1,96,4,12,2666.128,2671.607,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T096.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T096.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T096.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T096.csv,,,,,,
3_avatartooluse,d3-005,1,97,4,13,2674.561,2680.148,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T097.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T097.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T097.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T097.csv,,,,,,
3_avatartooluse,d3-005,1,98,4,14,2683.102,2688.866,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T098.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T098.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T098.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T098.csv,,,,,,
3_avatartooluse,d3-005,1,99,4,15,2691.82,2697.184,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T099.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T099.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T099.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T099.csv,,,,,,
3_avatartooluse,d3-005,1,100,4,16,2700.138,2705.58,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T100.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T100.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T100.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T100.csv,,,,,,
3_avatartooluse,d3-005,1,101,4,17,2708.534,2713.443,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T101.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T101.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T101.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T101.csv,,,,,,
3_avatartooluse,d3-005,1,102,4,18,2718.951,2731.568,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_gaze_data_T102.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_vrpn_movement_T102.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T102.csv,3_avatartooluse/d3-005/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T102.csv,,,,,,
3_avatartooluse,d3-005,1,103,5,1,2788.034,2791.163,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T103.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T103.csv,,,,
3_avatartooluse,d3-005,1,104,5,2,2795.216,2798.548,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T104.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T104.csv,,,,
3_avatartooluse,d3-005,1,105,5,3,2802.602,2808.543,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T105.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T105.csv,,,,
3_avatartooluse,d3-005,1,106,5,4,2812.597,2817.195,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T106.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T106.csv,,,,
3_avatartooluse,d3-005,1,107,5,5,2821.248,2822.337,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T107.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T107.csv,,,,
3_avatartooluse,d3-005,1,108,5,6,2826.39,2828.534,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T108.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T108.csv,,,,
3_avatartooluse,d3-005,1,109,5,7,2832.587,2834.953,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T109.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T109.csv,,,,
3_avatartooluse,d3-005,1,110,5,8,2839.007,2845.182,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T110.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T110.csv,,,,
3_avatartooluse,d3-005,1,111,5,9,2849.224,2851.667,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T111.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T111.csv,,,,
3_avatartooluse,d3-005,1,112,5,10,2855.71,2856.321,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T112.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T112.csv,,,,
3_avatartooluse,d3-005,1,113,5,11,2860.374,2865.65,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T113.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T113.csv,,,,
3_avatartooluse,d3-005,1,114,5,12,2869.703,2872.424,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T114.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T114.csv,,,,
3_avatartooluse,d3-005,1,115,5,13,2876.478,2878.033,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T115.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T115.csv,,,,
3_avatartooluse,d3-005,1,116,5,14,2882.086,2883.33,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T116.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T116.csv,,,,
3_avatartooluse,d3-005,1,117,5,15,2887.384,2891.615,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T117.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T117.csv,,,,
3_avatartooluse,d3-005,1,118,5,16,2895.669,2898.956,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T118.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T118.csv,,,,
3_avatartooluse,d3-005,1,119,5,17,2903.01,2904.42,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T119.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T119.csv,,,,
3_avatartooluse,d3-005,1,120,5,18,2908.474,2912.727,,,,,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_estimates_T120.csv,3_avatartooluse/d3-005/S001/trackers/landmark/landmark_gaze_data_T120.csv,,,,
