participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,speed,startposition,direction,trialtime
223,6,2,0.2249,0.7754,-0.5875,0.2044,0.819,-0.7683,0.2147,0.7972,-0.6779,0.2109,0.7554,-0.8003,Elbow,-0.032,0.1871,0.2091,0.2342,0.3191,0.3829758,backward,6.6865
