participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
211,8,4,0.3245,0.7835,-0.5398,0.33,0.8182,-0.7558,0.3272,0.8009,-0.6478,0.3287,0.7635,-0.8601,Elbow,-0.1043,0.2188,0.2972,0.1743,0.2725229,forward,1.7877
