experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d-002,1,1,1,1,759.4765,761.8088,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T001.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T001.csv,,,,,,
1_tooluseinVR,d-002,1,2,1,2,765.8624,768.5836,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T002.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T002.csv,,,,,,
1_tooluseinVR,d-002,1,3,1,3,772.6258,775.4913,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T003.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T003.csv,,,,,,
1_tooluseinVR,d-002,1,4,1,4,779.5449,780.4777,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T004.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T004.csv,,,,,,
1_tooluseinVR,d-002,1,5,1,5,784.5312,785.5198,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T005.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T005.csv,,,,,,
1_tooluseinVR,d-002,1,6,1,6,789.5734,790.2508,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T006.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T006.csv,,,,,,
1_tooluseinVR,d-002,1,7,1,7,794.3046,796.1369,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T007.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T007.csv,,,,,,
1_tooluseinVR,d-002,1,8,1,8,800.1907,801.3906,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T008.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T008.csv,,,,,,
1_tooluseinVR,d-002,1,9,1,9,805.4436,806.4543,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T009.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T009.csv,,,,,,
1_tooluseinVR,d-002,1,10,1,10,810.5081,811.0523,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T010.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T010.csv,,,,,,
1_tooluseinVR,d-002,1,11,1,11,815.1058,816.3275,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T011.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T011.csv,,,,,,
1_tooluseinVR,d-002,1,12,1,12,820.3699,824.0682,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T012.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T012.csv,,,,,,
1_tooluseinVR,d-002,1,13,1,13,828.1108,828.6106,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T013.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T013.csv,,,,,,
1_tooluseinVR,d-002,1,14,1,14,832.6642,833.3751,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T014.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T014.csv,,,,,,
1_tooluseinVR,d-002,1,15,1,15,837.429,839.9719,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T015.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T015.csv,,,,,,
1_tooluseinVR,d-002,1,16,1,16,844.025,846.614,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T016.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T016.csv,,,,,,
1_tooluseinVR,d-002,1,17,1,17,850.6668,851.1888,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T017.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T017.csv,,,,,,
1_tooluseinVR,d-002,1,18,1,18,855.2425,857.6307,1_tooluseinVR/d-002/S001/trackers/landmark/landmarkstimulus_estimates_T018.csv,1_tooluseinVR/d-002/S001/trackers/landmark/landmark_eyeTrackingData_T018.csv,,,,,,
1_tooluseinVR,d-002,1,19,2,1,1058.589,1066.432,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T019.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T019.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T019.csv,,,
1_tooluseinVR,d-002,1,20,2,2,1068.106,1074.006,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T020.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T020.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T020.csv,,,
1_tooluseinVR,d-002,1,21,2,3,1075.049,1080.446,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T021.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T021.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T021.csv,,,
1_tooluseinVR,d-002,1,22,2,4,1081.479,1086.655,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T022.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T022.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T022.csv,,,
1_tooluseinVR,d-002,1,23,2,5,1087.688,1092.841,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T023.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T023.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T023.csv,,,
1_tooluseinVR,d-002,1,24,2,6,1093.882,1098.595,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T024.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T024.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T024.csv,,,
1_tooluseinVR,d-002,1,25,2,7,1099.628,1104.302,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T025.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T025.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T025.csv,,,
1_tooluseinVR,d-002,1,26,2,8,1105.336,1109.878,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T026.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,,,
1_tooluseinVR,d-002,1,27,2,9,1110.911,1117.763,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T027.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,,,
1_tooluseinVR,d-002,1,28,2,10,1118.803,1123.714,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T028.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,,,
1_tooluseinVR,d-002,1,29,2,11,1124.748,1129.203,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,,,
1_tooluseinVR,d-002,1,30,2,12,1130.244,1134.811,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,,,
1_tooluseinVR,d-002,1,31,2,13,1135.844,1140.308,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,,,
1_tooluseinVR,d-002,1,32,2,14,1141.339,1146.072,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,,,
1_tooluseinVR,d-002,1,33,2,15,1147.105,1151.67,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,,,
1_tooluseinVR,d-002,1,34,2,16,1152.7,1156.955,,,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d-002/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,,,
