participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,0,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,4.1731,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,9.16,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,14.1475,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,19.1329,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,24.1198,startbuffer
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,29.1063,startbuffer
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,33.8352,startbuffer
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,38.8215,startbuffer
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,43.8085,startbuffer
208,2,30,wrist,0.1744,0.8141,-0.9658,0.0000,48.7944,startbuffer
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,53.7818,startbuffer
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,58.768,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,63.2637,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,68.2507,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,73.237,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,78.2238,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,83.1678,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,88.1552,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,93.1415,begin
208,2,30,wrist,0.1743,0.8140,-0.9657,0.0000,98.1287,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,102.4148,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,107.4014,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,112.388,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,117.3745,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,122.3618,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,127.3477,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,132.3352,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,137.3207,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,142.308,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,147.2947,begin
208,2,30,wrist,0.1744,0.8140,-0.9658,0.0000,152.2818,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,157.2678,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,162.2545,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,167.2413,begin
208,2,30,wrist,0.1744,0.8140,-0.9658,0.0000,172.2282,begin
208,2,30,wrist,0.1744,0.8140,-0.9658,0.0000,177.2149,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,182.2013,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,187.1879,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,192.1745,begin
208,2,30,wrist,0.1744,0.8142,-0.9658,0.0000,197.1609,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,202.1484,begin
208,2,30,wrist,0.1747,0.8140,-0.9657,0.0000,207.134,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,212.1212,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,217.1077,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,221.9997,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,226.9863,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,231.9147,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,236.9014,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,241.8909,begin
208,2,30,wrist,0.1746,0.8138,-0.9657,0.0000,246.8776,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,251.8643,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,256.8507,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,261.8373,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,266.8245,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,271.3216,begin
208,2,30,wrist,0.1744,0.8142,-0.9658,0.0000,276.3055,begin
208,2,30,wrist,0.1743,0.8143,-0.9658,0.0000,281.292,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,286.2787,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,291.2652,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,296.2519,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,301.2392,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,306.2254,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,311.2133,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,316.1982,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,321.186,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,326.1723,begin
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,331.1597,begin
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,336.1455,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,341.1317,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,346.1183,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,351.1051,begin
208,2,30,wrist,0.1745,0.8142,-0.9658,0.0000,356.0923,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,361.0783,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,366.0654,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,371.0516,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,376.0386,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,380.2609,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,385.2362,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,390.2223,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,395.2091,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,400.196,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,405.1837,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,410.1696,begin
208,2,30,wrist,0.1744,0.8143,-0.9658,0.0000,415.1556,begin
208,2,30,wrist,0.1744,0.8140,-0.9657,0.0000,420.1424,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,425.1292,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,430.1155,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,435.1073,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,440.0937,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,444.1695,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,449.1554,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,454.1431,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,459.1295,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,464.1158,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,469.1029,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,474.0915,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,479.0872,begin
208,2,30,wrist,0.1743,0.8139,-0.9657,0.0000,483.5842,begin
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,488.5712,begin
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,493.0676,begin
208,2,30,wrist,0.1743,0.8142,-0.9658,0.0000,499.0514,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,504.0377,begin
208,2,30,wrist,0.1744,0.8139,-0.9657,0.0000,509.0246,begin
208,2,30,wrist,0.1744,0.8141,-0.9658,0.0000,513.5037,begin
208,2,30,wrist,0.1744,0.8142,-0.9658,0.0000,518.4901,begin
208,2,30,wrist,0.1744,0.8142,-0.9658,0.0000,522.8527,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,527.8381,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,532.8253,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,537.8119,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,541.83,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,546.817,begin
208,2,30,wrist,0.1746,0.8140,-0.9657,0.0000,551.3188,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,556.3001,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,561.2868,begin
208,2,30,wrist,0.1745,0.8139,-0.9656,0.0000,566.273,begin
208,2,30,wrist,0.1742,0.8141,-0.9657,0.0000,571.2594,begin
208,2,30,wrist,0.1742,0.8141,-0.9657,0.0000,576.2466,begin
208,2,30,wrist,0.1746,0.8134,-0.9656,0.0000,581.2337,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,586.2195,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,591.2063,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,596.1927,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,601.1798,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,606.1665,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,611.154,begin
208,2,30,wrist,0.1745,0.8136,-0.9656,0.0000,616.1395,begin
208,2,30,wrist,0.1741,0.8140,-0.9656,0.0000,621.3072,begin
208,2,30,wrist,0.1741,0.8140,-0.9656,0.0000,626.283,begin
208,2,30,wrist,0.1741,0.8140,-0.9656,0.0000,631.2695,begin
208,2,30,wrist,0.1741,0.8137,-0.9655,0.0000,636.2566,begin
208,2,30,wrist,0.1741,0.8137,-0.9655,0.0000,641.2422,begin
208,2,30,wrist,0.1740,0.8139,-0.9655,0.0000,646.2295,begin
208,2,30,wrist,0.1740,0.8139,-0.9655,0.0000,651.216,begin
208,2,30,wrist,0.1739,0.8137,-0.9654,0.0000,656.2029,begin
208,2,30,wrist,0.1739,0.8136,-0.9654,0.0000,661.1902,begin
208,2,30,wrist,0.1738,0.8136,-0.9654,0.0000,666.1769,begin
208,2,30,wrist,0.1738,0.8136,-0.9654,0.0000,671.1621,begin
208,2,30,wrist,0.1735,0.8140,-0.9653,0.0000,676.1501,begin
208,2,30,wrist,0.1734,0.8139,-0.9653,0.0000,681.1369,begin
208,2,30,wrist,0.1734,0.8136,-0.9651,0.0000,686.1226,begin
208,2,30,wrist,0.1733,0.8136,-0.9651,0.0000,691.1089,begin
208,2,30,wrist,0.1732,0.8136,-0.9651,0.0000,696.0958,begin
208,2,30,wrist,0.1731,0.8140,-0.9651,0.0000,700.9922,begin
208,2,30,wrist,0.1729,0.8141,-0.9650,0.0000,705.9711,begin
208,2,30,wrist,0.1729,0.8141,-0.9650,0.0000,711.4067,begin
208,2,30,wrist,0.1728,0.8138,-0.9648,0.0000,716.378,begin
208,2,30,wrist,0.1727,0.8138,-0.9648,0.0000,721.3647,begin
208,2,30,wrist,0.1724,0.8144,-0.9648,0.0000,726.3516,begin
208,2,30,wrist,0.1719,0.8150,-0.9646,0.0000,731.3383,begin
208,2,30,wrist,0.1719,0.8150,-0.9646,0.0000,736.3251,begin
208,2,30,wrist,0.1722,0.8151,-0.9649,0.0000,741.311,begin
208,2,30,wrist,0.1721,0.8155,-0.9649,0.0000,746.2979,begin
208,2,30,wrist,0.1717,0.8162,-0.9647,0.0000,751.285,begin
208,2,30,wrist,0.1714,0.8174,-0.9646,0.0000,756.271,begin
208,2,30,wrist,0.1711,0.8177,-0.9645,0.0000,761.2572,begin
208,2,30,wrist,0.1708,0.8177,-0.9647,0.0000,766.2451,begin
208,2,30,wrist,0.1705,0.8182,-0.9647,0.0000,771.231,begin
208,2,30,wrist,0.1701,0.8187,-0.9648,0.0000,776.2178,begin
208,2,30,wrist,0.1692,0.8203,-0.9644,0.0000,781.2047,begin
208,2,30,wrist,0.1686,0.8210,-0.9645,0.0000,786.1914,begin
208,2,30,wrist,0.1671,0.8219,-0.9645,0.0000,791.1777,begin
208,2,30,wrist,0.1660,0.8231,-0.9644,0.0000,796.1643,begin
208,2,30,wrist,0.1649,0.8239,-0.9645,0.0000,801.1516,begin
208,2,30,wrist,0.1622,0.8266,-0.9645,0.0000,806.1382,begin
208,2,30,wrist,0.1607,0.8276,-0.9646,0.0000,811.1247,begin
208,2,30,wrist,0.1594,0.8283,-0.9645,0.0000,816.1109,begin
208,2,30,wrist,0.1579,0.8292,-0.9645,0.0000,820.8641,begin
208,2,30,wrist,0.1564,0.8300,-0.9646,0.0000,825.8429,begin
208,2,30,wrist,0.1548,0.8312,-0.9647,0.0000,830.9339,begin
208,2,30,wrist,0.1516,0.8342,-0.9646,0.0000,835.9082,begin
208,2,30,wrist,0.1516,0.8342,-0.9646,0.0000,841.1855,begin
208,2,30,wrist,0.1486,0.8356,-0.9647,0.0000,846.1641,begin
208,2,30,wrist,0.1467,0.8371,-0.9646,0.0000,851.151,begin
208,2,30,wrist,0.1434,0.8399,-0.9646,0.0000,856.1379,begin
208,2,30,wrist,0.1418,0.8412,-0.9644,0.0000,861.1237,begin
208,2,30,wrist,0.1403,0.8425,-0.9645,0.0000,866.1109,begin
208,2,30,wrist,0.1389,0.8434,-0.9644,0.0000,870.9767,begin
208,2,30,wrist,0.1375,0.8448,-0.9644,0.0000,875.9599,begin
208,2,30,wrist,0.1359,0.8465,-0.9643,0.0000,880.7581,begin
208,2,30,wrist,0.1329,0.8503,-0.9640,0.0000,885.7438,begin
208,2,30,wrist,0.1315,0.8519,-0.9639,0.0000,890.7303,begin
208,2,30,wrist,0.1301,0.8534,-0.9638,0.0000,895.2256,begin
208,2,30,wrist,0.1289,0.8552,-0.9636,0.0000,900.2127,begin
208,2,30,wrist,0.1278,0.8568,-0.9634,0.0000,905.1989,begin
208,2,30,wrist,0.1263,0.8588,-0.9630,0.0000,910.1866,begin
208,2,30,wrist,0.1235,0.8632,-0.9623,0.0000,915.1718,begin
208,2,30,wrist,0.1223,0.8651,-0.9618,0.0000,920.1589,begin
208,2,30,wrist,0.1214,0.8665,-0.9614,0.0000,925.1454,begin
208,2,30,wrist,0.1214,0.8665,-0.9614,0.0000,930.132,begin
208,2,30,wrist,0.1189,0.8703,-0.9603,0.0000,935.119,begin
