participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
219,2,27,wrist,0.2086,0.8115,-0.9820,0.0000,0,startbuffer
219,2,27,wrist,0.2086,0.8116,-0.9820,0.0000,4.9876,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,9.9738,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,14.96,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,19.9466,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,24.9334,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,29.9201,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,34.9067,startbuffer
219,2,27,wrist,0.2085,0.8115,-0.9819,0.0000,39.8936,startbuffer
219,2,27,wrist,0.2086,0.8118,-0.9821,0.0000,44.8804,startbuffer
219,2,27,wrist,0.2085,0.8118,-0.9821,0.0000,49.8667,startbuffer
219,2,27,wrist,0.2085,0.8118,-0.9821,0.0000,54.8533,begin
219,2,27,wrist,0.2087,0.8115,-0.9820,0.0000,59.697,begin
219,2,27,wrist,0.2088,0.8113,-0.9819,0.0000,64.6853,begin
219,2,27,wrist,0.2086,0.8115,-0.9819,0.0000,69.6705,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,74.6571,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,78.7699,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,83.756,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,88.7433,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,93.73,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,98.7171,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,103.703,begin
219,2,27,wrist,0.2085,0.8117,-0.9818,0.0000,108.6896,begin
219,2,27,wrist,0.2088,0.8114,-0.9818,0.0000,113.677,begin
219,2,27,wrist,0.2088,0.8114,-0.9818,0.0000,118.2415,begin
219,2,27,wrist,0.2088,0.8114,-0.9818,0.0000,123.2286,begin
219,2,27,wrist,0.2084,0.8120,-0.9819,0.0000,128.2145,begin
219,2,27,wrist,0.2084,0.8120,-0.9819,0.0000,133.2019,begin
219,2,27,wrist,0.2086,0.8116,-0.9818,0.0000,138.1881,begin
219,2,27,wrist,0.2087,0.8115,-0.9818,0.0000,143.1757,begin
219,2,27,wrist,0.2087,0.8115,-0.9818,0.0000,148.1622,begin
219,2,27,wrist,0.2084,0.8118,-0.9818,0.0000,153.1484,begin
219,2,27,wrist,0.2084,0.8118,-0.9818,0.0000,158.1359,begin
219,2,27,wrist,0.2084,0.8118,-0.9818,0.0000,162.6304,begin
219,2,27,wrist,0.2084,0.8118,-0.9818,0.0000,169.6114,begin
219,2,27,wrist,0.2084,0.8118,-0.9818,0.0000,174.5981,begin
219,2,27,wrist,0.2084,0.8121,-0.9819,0.0000,179.5852,begin
219,2,27,wrist,0.2084,0.8121,-0.9819,0.0000,184.5718,begin
219,2,27,wrist,0.2087,0.8118,-0.9819,0.0000,189.559,begin
219,2,27,wrist,0.2087,0.8117,-0.9819,0.0000,194.5447,begin
219,2,27,wrist,0.2087,0.8117,-0.9819,0.0000,199.5322,begin
219,2,27,wrist,0.2084,0.8119,-0.9819,0.0000,204.5184,begin
219,2,27,wrist,0.2084,0.8121,-0.9819,0.0000,209.5055,begin
219,2,27,wrist,0.2085,0.8118,-0.9818,0.0000,214.4924,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,219.4816,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,224.4681,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,229.4546,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,234.4424,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,239.429,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,244.4154,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,249.4015,begin
219,2,27,wrist,0.2087,0.8115,-0.9817,0.0000,254.3881,begin
219,2,27,wrist,0.2083,0.8122,-0.9818,0.0000,259.3748,begin
219,2,27,wrist,0.2082,0.8122,-0.9819,0.0000,264.362,begin
219,2,27,wrist,0.2085,0.8118,-0.9816,0.0000,269.3479,begin
219,2,27,wrist,0.2085,0.8117,-0.9816,0.0000,274.3353,begin
219,2,27,wrist,0.2085,0.8117,-0.9816,0.0000,279.3215,begin
219,2,27,wrist,0.2083,0.8121,-0.9817,0.0000,284.3088,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,289.2953,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,294.2815,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,299.2686,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,304.2549,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,309.2414,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,314.2283,begin
219,2,27,wrist,0.2081,0.8123,-0.9818,0.0000,319.2147,begin
219,2,27,wrist,0.2085,0.8120,-0.9817,0.0000,324.2015,begin
219,2,27,wrist,0.2085,0.8121,-0.9817,0.0000,328.2098,begin
219,2,27,wrist,0.2085,0.8121,-0.9817,0.0000,333.1965,begin
219,2,27,wrist,0.2081,0.8124,-0.9818,0.0000,338.1835,begin
219,2,27,wrist,0.2081,0.8124,-0.9818,0.0000,343.1705,begin
219,2,27,wrist,0.2084,0.8119,-0.9815,0.0000,348.1565,begin
219,2,27,wrist,0.2085,0.8118,-0.9815,0.0000,353.1433,begin
219,2,27,wrist,0.2085,0.8118,-0.9815,0.0000,358.1297,begin
