experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-007,1,20,2,2,684.3753,693.2198,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T020.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T020.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T020.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T020.csv,,,,
3_avatartooluse,d3-007,1,21,2,3,696.1804,704.8273,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T021.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T021.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T021.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T021.csv,,,,
3_avatartooluse,d3-007,1,22,2,4,707.7857,716.489,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T022.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T022.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T022.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T022.csv,,,,
3_avatartooluse,d3-007,1,23,2,5,719.4477,728.0478,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T023.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T023.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T023.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T023.csv,,,,
3_avatartooluse,d3-007,1,24,2,6,730.9991,740.3304,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T024.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T024.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T024.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T024.csv,,,,
3_avatartooluse,d3-007,1,25,2,7,743.2821,752.6914,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T025.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T025.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T025.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T025.csv,,,,
3_avatartooluse,d3-007,1,26,2,8,755.6436,764.0867,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T026.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T026.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T026.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T026.csv,,,,
3_avatartooluse,d3-007,1,27,2,9,767.0468,774.8943,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T027.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T027.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T027.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T027.csv,,,,
3_avatartooluse,d3-007,1,28,2,10,777.8522,785.2072,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T028.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T028.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T028.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T028.csv,,,,
3_avatartooluse,d3-007,1,29,2,11,788.1611,796.0576,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T029.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T029.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T029.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T029.csv,,,,
3_avatartooluse,d3-007,1,30,2,12,799.0139,806.9874,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T030.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T030.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T030.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T030.csv,,,,
3_avatartooluse,d3-007,1,31,2,13,809.9396,816.9504,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T031.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T031.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T031.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T031.csv,,,,
3_avatartooluse,d3-007,1,32,2,14,819.9017,826.6757,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T032.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T032.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T032.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T032.csv,,,,
3_avatartooluse,d3-007,1,33,2,15,829.6334,836.7589,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T033.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T033.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T033.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T033.csv,,,,
3_avatartooluse,d3-007,1,34,2,16,839.7181,847.3553,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T034.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T034.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T034.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T034.csv,,,,
3_avatartooluse,d3-007,1,35,2,17,850.316,858.0185,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T035.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T035.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T035.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T035.csv,,,,
3_avatartooluse,d3-007,1,36,2,18,860.9695,876.4856,,,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_gaze_data_T036.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_vrpn_movement_T036.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T036.csv,3_avatartooluse/d3-007/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T036.csv,,,,
3_avatartooluse,d3-007,1,37,3,1,1082.873,1090.993,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T037.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T037.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T037.csv
3_avatartooluse,d3-007,1,38,3,2,1096.785,1110.083,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T038.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T038.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T038.csv
3_avatartooluse,d3-007,1,39,3,3,1124.976,1130.917,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T039.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T039.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T039.csv
3_avatartooluse,d3-007,1,40,3,4,1133.874,1140.368,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T040.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T040.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T040.csv
3_avatartooluse,d3-007,1,41,3,5,1143.325,1148.896,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T041.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T041.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T041.csv
3_avatartooluse,d3-007,1,42,3,6,1151.856,1157.649,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T042.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T042.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T042.csv
3_avatartooluse,d3-007,1,43,3,7,1160.604,1165.957,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T043.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T043.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T043.csv
3_avatartooluse,d3-007,1,44,3,8,1168.912,1174.365,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T044.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T044.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T044.csv
3_avatartooluse,d3-007,1,45,3,9,1177.322,1182.382,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T045.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T045.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T045.csv
3_avatartooluse,d3-007,1,46,3,10,1185.336,1191.348,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T046.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T046.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T046.csv
3_avatartooluse,d3-007,1,47,3,11,1194.3,1199.208,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T047.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T047.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T047.csv
3_avatartooluse,d3-007,1,48,3,12,1202.163,1208.293,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T048.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T048.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T048.csv
3_avatartooluse,d3-007,1,49,3,13,1211.245,1217.977,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T049.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T049.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T049.csv
3_avatartooluse,d3-007,1,50,3,14,1220.935,1226.426,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T050.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T050.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T050.csv
3_avatartooluse,d3-007,1,51,3,15,1229.383,1234.494,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T051.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T051.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T051.csv
3_avatartooluse,d3-007,1,52,3,16,1237.446,1243.093,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T052.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T052.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T052.csv
3_avatartooluse,d3-007,1,53,3,17,1246.051,1251.049,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T053.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T053.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T053.csv
3_avatartooluse,d3-007,1,54,3,18,1254.008,1259.437,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T054.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T054.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T054.csv
3_avatartooluse,d3-007,1,55,3,19,1262.392,1267.963,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T055.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T055.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T055.csv
3_avatartooluse,d3-007,1,56,3,20,1270.924,1276.239,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T056.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T056.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T056.csv
3_avatartooluse,d3-007,1,57,3,21,1279.196,1284.666,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T057.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T057.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T057.csv
3_avatartooluse,d3-007,1,58,3,22,1287.622,1293.664,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T058.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T058.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T058.csv
3_avatartooluse,d3-007,1,59,3,23,1296.621,1302.273,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T059.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T059.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T059.csv
3_avatartooluse,d3-007,1,60,3,24,1305.228,1313.369,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T060.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T060.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T060.csv
3_avatartooluse,d3-007,1,61,3,25,1316.321,1328.846,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T061.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T061.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T061.csv
3_avatartooluse,d3-007,1,62,3,26,1331.808,1344.01,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T062.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T062.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T062.csv
3_avatartooluse,d3-007,1,63,3,27,1413.02,1418.583,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T063.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T063.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T063.csv
3_avatartooluse,d3-007,1,64,3,28,1421.54,1430.482,,,,,,,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_gaze_data_T064.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T064.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,3_avatartooluse/d3-007/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T064.csv
