experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0
2_toolusenotinVR,224,1,1,1,1,45.94547,50.67699,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T001.csv,,,,
2_toolusenotinVR,224,1,2,1,2,54.71947,56.68525,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T002.csv,,,,
2_toolusenotinVR,224,1,3,1,3,60.73801,66.18071,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T003.csv,,,,
2_toolusenotinVR,224,1,4,1,4,70.22289,75.07665,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T004.csv,,,,
2_toolusenotinVR,224,1,5,1,5,79.11878,83.06156,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T005.csv,,,,
2_toolusenotinVR,224,1,6,1,6,87.1145,91.92397,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T006.csv,,,,
2_toolusenotinVR,224,1,7,1,7,95.97724,97.66565,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T007.csv,,,,
2_toolusenotinVR,224,1,8,1,8,101.7078,102.4634,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T008.csv,,,,
2_toolusenotinVR,224,1,9,1,9,106.5064,108.6163,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T009.csv,,,,
2_toolusenotinVR,224,1,10,1,10,112.6585,113.4363,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T010.csv,,,,
2_toolusenotinVR,224,1,11,1,11,117.4783,119.7322,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T011.csv,,,,
2_toolusenotinVR,224,1,12,1,12,123.7642,125.8967,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T012.csv,,,,
2_toolusenotinVR,224,1,13,1,13,129.9386,131.4943,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T013.csv,,,,
2_toolusenotinVR,224,1,14,1,14,135.5366,136.8695,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T014.csv,,,,
2_toolusenotinVR,224,1,15,1,15,140.9122,145.0544,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T015.csv,,,,
2_toolusenotinVR,224,1,16,1,16,149.1082,150.041,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T016.csv,,,,
2_toolusenotinVR,224,1,17,1,17,154.0948,158.0926,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T017.csv,,,,
2_toolusenotinVR,224,1,18,1,18,162.1352,163.4128,2_toolusenotinVR/224/S001/trackers/landmark/landmarkstimulus_estimates_T018.csv,,,,
2_toolusenotinVR,224,1,19,2,1,382.3298,388.4822,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T019.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T019.csv,,
2_toolusenotinVR,224,1,20,2,2,393.8249,399.489,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T020.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T020.csv,,
2_toolusenotinVR,224,1,21,2,3,402.4427,408.0515,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T021.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T021.csv,,
2_toolusenotinVR,224,1,22,2,4,411.0051,417.0138,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T022.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T022.csv,,
2_toolusenotinVR,224,1,23,2,5,419.9681,426.2539,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T023.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T023.csv,,
2_toolusenotinVR,224,1,24,2,6,429.2081,435.4269,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T024.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T024.csv,,
2_toolusenotinVR,224,1,25,2,7,438.3819,444.4903,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T025.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T025.csv,,
2_toolusenotinVR,224,1,26,2,8,447.4439,453.3299,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,,
2_toolusenotinVR,224,1,27,2,9,456.2837,461.7706,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,,
2_toolusenotinVR,224,1,28,2,10,464.7247,470.8882,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,,
2_toolusenotinVR,224,1,29,2,11,473.8426,479.5953,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,,
2_toolusenotinVR,224,1,30,2,12,482.5482,488.7348,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,,
2_toolusenotinVR,224,1,31,2,13,491.6898,497.6084,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,,
2_toolusenotinVR,224,1,32,2,14,500.5628,506.5941,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,,
2_toolusenotinVR,224,1,33,2,15,509.5481,515.1011,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,,
2_toolusenotinVR,224,1,34,2,16,518.0551,523.6291,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,,
2_toolusenotinVR,224,1,35,2,17,526.5842,532.2372,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,,
2_toolusenotinVR,224,1,36,2,18,535.1907,540.6102,,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,2_toolusenotinVR/224/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,,
2_toolusenotinVR,224,1,37,3,1,824.3552,830.6519,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
2_toolusenotinVR,224,1,38,3,2,833.6063,839.9031,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
2_toolusenotinVR,224,1,39,3,3,842.8569,849.765,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
2_toolusenotinVR,224,1,40,3,4,852.7195,858.8722,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv
2_toolusenotinVR,224,1,41,3,5,861.8261,868.0458,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv
2_toolusenotinVR,224,1,42,3,6,870.9997,876.9852,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv
2_toolusenotinVR,224,1,43,3,7,879.9398,885.9477,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv
2_toolusenotinVR,224,1,44,3,8,888.9023,895.2328,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv
2_toolusenotinVR,224,1,45,3,9,898.1868,904.4729,,,,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,2_toolusenotinVR/224/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv
